-	/dispersal	/flowers	/flowers/ovary	/flowers/ovary/stigma	/flowers/stamens	/flowers/stamens/filaments	/fruits	/fruits/apex	/fruits/diameter	/fruits/dimensions	/fruits/length	/fruits/seeds	/fruits/stigma	/fruits/stigma/length	/fruits/thickness	/fruits/width	/habit	/habit/fertile stems	/habit/height	/habit/length	/habit/odor	/habit/rhizome	/habit/upper internodes	/indumentum	/inflorescences	/inflorescences/anthers	/inflorescences/common peduncle	/inflorescences/common peduncle/lateral branches	/inflorescences/common peduncle/lateral branches/length	/inflorescences/common peduncle/length	/inflorescences/common peduncle/peduncle	/inflorescences/common peduncle/peduncle/length	/inflorescences/floral bracts	/inflorescences/floral bracts/diameter	/inflorescences/floral bracts/filaments	/inflorescences/floral bracts/rachises	/inflorescences/flower number	/inflorescences/flowers	/inflorescences/growth form	/inflorescences/length	/inflorescences/ovary	/inflorescences/ovary/stigma	/inflorescences/peduncle	/inflorescences/peduncle/length	/inflorescences/position	/inflorescences/rachises	/inflorescences/spikes	/inflorescences/spikes/diameter	/inflorescences/spikes/dimensions	/inflorescences/spikes/length	/inflorescences/spikes/rachises	/inflorescences/spikes/thickness	/inflorescences/spikes/width	/inflorescences/stamens	/inflorescences/stamens/anthers	/inflorescences/stamens/length	/inflorescences/thecae	/infructescences	/infructescences/dimensions	/infructescences/fruits	/infructescences/fruits/diameter	/infructescences/fruits/stigma	/infructescences/fruits/thickness	/infructescences/fruits/width	/infructescences/length	/infructescences/stigma	/infructescences/thickness	/infructescences/width	/internodes	/juvenile fruits	/leaves	/leaves/blade	/leaves/blade/apex	/leaves/blade/base	/leaves/blade/base/length	/leaves/blade/diameter	/leaves/blade/dimensions	/leaves/blade/margins	/leaves/blade/shape	/leaves/blade/texture	/leaves/fertile branches	/leaves/petiole	/leaves/petiole/length	/leaves/petiole/relative distance	/leaves/prophyllum	/leaves/shape	/leaves/stipules	/leaves/veins	/mature fruits	/petiole	/petiole/blade	/petiole/blade/apex	/petiole/blade/base	/petiole/blade/base/differential distance	/petiole/blade/dimensions	/petiole/blade/margins	/petiole/blade/shape	/petiole/blade/texture	/petiole/length	/petiole/ligula	/petiole/ligula/length	/petiole/margins	/petiole/margins/apex	/petiole/margins/base	/petiole/margins/base/differential distance	/petiole/margins/length	/petiole/secondary veins	/petiole/veins	/prophyllum	/prophyllum/length	/prophyllum/sheaths	publication	/shoot apex	/stamens	/stamens/anthers	/stamens/filaments	/stamens/ovary	/stems	/stems/internodes	/stems/internodes/length	/stems/length	/stems/nodes	/stems/thickness	/stems/upper internodes	/stems/upper internodes/length	/stipules	/stipules/blade	/stipules/blade/apex	/stipules/blade/base	/stipules/blade/base/differential distance	/stipules/blade/dimensions	/stipules/blade/margins	/stipules/blade/shape	/stipules/blade/texture	/stipules/dimensions	/stipules/length	/stipules/petiole	/stipules/petiole/length	/stipules/veins	/upper internodes	/habitat	/habitat/altitude	
Peperomia transparens 	-	-	-	-	-	-	     	apex with slender beak and terminal stigma.	-	-	-	-	-	-	-	-	     	-	-	-	-	rhizome sometimes tuberous. 	-	-	Inflorescence |, solitary or few together; |, red; |, white or green; 	-	-	-	-	-	-	-	floral bracts rounded, glabrous, glandular. 	-	-	-	-	-	-	-	-	-	peduncle slender, 	1-4(-15) cm long	terminal	-	spike loosely flowered, erect, 	-	-	2.5-5 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade 	apex rounded or somewhat acute, 	base rounded to cordulate; 	-	-	2-7(-12) x 1.5-6.5 cm	-	ovate with acutish apex or broadly ovate to almost orbicular	fleshy, somewhat bullate in vivo, membranous, almost translucent when dried	-	petiole attached 	1.5-6 cm long	0.2-1 cm from base	-	-	-	palmately 5-7-veined (veins sometimes purple). 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem |, green or red. 	-	-	10-20 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	on granitic rocks, on 	250-850 m	
Peperomia urocarpa 	-	-	-	-	-	-	     	-	-	-	-	-	stigma at base of beak.	-	-	-	Epiphytic or epilithic herb. 	-	-	-	-	-	-	-	Inflorescence solitary, simple, |, crisp-pubescent, 1-2 bracteate; |, about as long as peduncle; 	-	-	-	-	-	-	-	floral bracts rounded, with scariose margin. 	-	-	-	-	-	-	-	-	-	peduncle 	2-4 cm long	terminal	-	spike 	-	-	1.5-5 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blade pale glandular-dotted, 	apex acute to obtuse, 	base truncate to subcordate, occasionally obtuse, pubescent or villous on both sides, glabrescent; 	-	-	2-3 x 2.7-7 cm	margin ciliolate towards apex, 	deltoid, ovate to broadly ovate	-	-	petiole 	1.5-4.5 cm long	-	-	-	-	palmately 5-7-veined. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem rooting at nodes, ascending, crisp-pubescent, glabrescent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	from 	200-800-1200? m	
PIPER  	-	     	ovary sessile or occasionally on a short stipe,       	stigmas (2-)3-4, sessile or on a style. 	stamens 1-6,       	filaments short (long exserted in P. hymenophyllum); 	     	-	-	-	-	-	stigmas persistent.	-	-	-	Herbs, subshrubs, shrubs or treelets, sometimes with scrambling branches, rarely climbers or lianas. 	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	floral bracts peltate, rounded, triangular or cucullate, subtending reduced flowers. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	blades basely attached or peltate, symmetrical or asymmetrical, at base often quite some difference in attachment of blade to petiole (measures are given where this occurs), glabrous or variously pubescent, often glandular-dotted, sometimes 	-	-	-	-	-	-	-	scabrous	-	petioles often vaginate or winged, at base only or to apex (base of leaf blade), their margins may extend beyond base of blade; 	-	-	-	-	-	palmately or pinnately veined. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	another bract-like sheathing structure is present in some species (e.g. P. hispidum). 	-	-	-	-	-	-	Stems usually with swollen nodes. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Weedy species in secondary vegetation, most species are found in the understory of various types of forest, in open spaces or on dark, humid places; 	from sea level to 2000 m	
Piper adenandrum 	-	-	-	-	-	-	Fruits separate at maturity, depressed globose, |, verruculose; 	-	2.5-3(-4) mm in diam.	-	-	-	stigmas 3, sessile or fruits somewhat stylose.	-	-	-	Shrub or treelet, |, pubescent or villous, hairs 	-	1.5 m tall	to 0.5 mm long	-	-	upper internodes densely glandular. 	-	Inflorescence |, sometimes reddish tinged, crisp-pubescent or villous; |, green to pale or dark yellow, apiculate; 	anthers laterally dehiscent. 	-	-	-	-	-	-	floral bracts densely marginally fringed; 	-	-	-	-	-	pendent	-	-	-	peduncle 	0.5-1.1 cm long	-	rachis glabrous; 	spike 	-	-	1-5 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, vaginate to middle; |, |, acute or obtusish, glabrous or pubescent above, (densely) crisp-pubescent or villous beneath; 	blade not conspicuously glandular-dotted, 	apex long-acuminate, 	base unequally attached to petiole difference 	0-0.2 cm	8-16.5 x 3-6(-7) cm	margin ciliate, 	lance-elliptic or elliptic-ovate	-	0.2-0.5(-1) cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 5-6 per side, originating from lower 3/4 of primary vein. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	from sea level to 500 m	
Piper aduncum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub or treelet, 	-	3-7 m tall	-	-	-	-	-	Inflorescence |, sparsely pubescent; |, white to green, apiculate; 	-	-	-	-	-	-	-	floral bracts densely marginally fringed; 	-	-	-	-	flowers densely arranged in rings or spirals; 	recurved	-	-	-	peduncle 	0.7-1.2(-2.5) cm long	-	-	spike 	-	-	8-15 cm long	-	-	-	stamens with broad connective. 	-	-	-	     	-	fruits obovoid, trigonous or somewhat tetragonous, 	0.7-0.8 mm in diam.	stigmas 3, sessile.	-	-	-	-	-	-	-	-	     	blade 	apex acuminate, 	base unequally attached to petiole 	0.3-0.4 cm	-	12-24 x 3-8 cm	-	lanceolate or lanceolate-oblong or elliptic-ovate	scabrous	-	petiole 	0.3-0.8 cm long	-	-	-	-	pinnately veined, secondary veins 6-8 per side, arising from 1/2 to 3/4 of primary vein, sharply ascending, impressed above, prominent below, tertiary veins parallel between secondaries, minor veins reticulate. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Prophyll |, pubescent at least on primary vein. 	to 2.5 cm long	-	-	-	-	-	-	-	     	-	-	-	-	-	upper internodes rather slender. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in open or somewhat shady places.	-	
Piper aequale 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub or treelet, |, glabrous. 	-	1-4 m tall	-	-	-	-	-	Inflorescence |, white or green, apiculate or not; 	-	-	-	-	-	-	-	floral bracts marginally fringed. 	-	-	-	-	flowers densely crowded; 	erect	-	-	-	peduncle slender, 	1-1.5 cm long	-	rachis glabrous; 	spike 	-	-	to 10 cm long	-	-	-	-	-	-	-	     	-	fruits oblongoid to trigonous, 	0.7-1(-3) mm in diam.	stigmas 3, sessile.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole slender, |, vaginate only at base; |, not conspicuously glandular-dotted, shiny green above, pale below, often drying yellowish green, |, 	blade 	apex acuminate, 	base equally attached to petiole, acute, cuneate or obtuse, may be truncate or subcordate on sterile branches; 	-	12-23 x 3.5-9(-11) cm	-	lanceolate to lance-elliptic or elliptic-ovate, broadly ovate on sterile branches, often asymmetrical: with one side wider in the lower half	membranous or subcoriaceous	1-1.5(-4) cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 4-6 per side, originating at a steep angle from 3/4 or more of primary vein, 2-3 lower ones from near base, slightly prominulous on both sides, often pale or yellow, tertiary venation inconspicuously reticulate, with some more prominent ones transverse. 	Prophyll |, slender, acute. 	10-15 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in forest or even in secondary vegetation, often on granitic outcrops; 	from sea level to 1500 m	
Piper alatabaccum 	-	-	-	-	-	-	     	-	-	-	-	-	stigmas 4, sessile.	-	-	-	Shrub or treelet, |, glabrous. 	-	2-3 m tall	-	-	-	-	-	Inflorescence |, white turning green, not apiculate; 	-	-	-	-	-	-	-	floral bracts small, rounded peltate, glabrous, caducous; 	-	-	-	-	-	erect	-	-	-	peduncle 	to 1.2 cm long	-	rachis brownish crisp-pubescent. 	spike 	-	-	5-8 cm long, to 12 cm in fruit	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, vaginate at base; |, 	blade not conspicuously glandular-dotted, 	apex long-acuminate, 	base equally attached to petiole, acute; 	-	20-31 x 6-12 cm	-	elliptic	-	1.2-2.5 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondairy veins 7-10 per side, originating from throughout primary vein. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	from understory of mixed forest (on slopes);  	to 750 m	
Piper amalago 	-	-	-	-	-	-	Fruits ovoid, conical to apex, |, glabrous or papillose, 	-	ca. 1 mm in diam.	-	1.5-2 mm long	-	stigmas 3-4, sessile.	-	-	-	Shrub, 	-	2-4(-7) m tall	-	-	-	-	-	Inflorescence |, glabrous; |, not apiculate; 	-	-	-	-	-	-	-	floral bracts cucullate, glabrous; 	-	-	-	-	-	erect	-	-	-	peduncle 	0.8-1.5 cm long	-	rachis minutely pubescent; 	spike 	-	-	6-7 cm long	-	-	-	-	-	-	thecae divergent, dehiscing partially upward. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole slender, |, vaginate up to middle, glabrous or pubescent; |, 	blade 	apex acuminate, 	base equally attached to petiole, acute to subcordate, glabrous or pubescent on veins below; 	-	8-11(-15) x 2.5-6(-10) cm	-	lanceolate to rounded or subobovate	-	0.5-1 cm long	-	-	-	-	-	-	-	-	palmately 5-7-veined, tertiary venation obscure. 	Prophyll covering shoot apex, 	3-8 mm long	-	-	-	-	-	-	-	Stem glabrous or minutely pubescent on upper internodes. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	from sea level to 1500 m	
Piper angustifolium 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub or subshrub 	-	to 1.5 m tall	-	-	-	-	-	Inflorescence |, retrorsely pubescent; |, apiculate; 	-	-	-	-	-	-	-	floral bracts cucullate, glabrous. 	-	-	-	-	-	erect	-	-	-	peduncle 	0.2-0.4(-0.7) cm long	-	-	spike almost globose, 	-	to 1 x 1.5 cm	-	-	-	-	-	-	-	-	     	-	fruits depressed globose or obovoid, 	-	stigmas 3(-4?), sessile.	-	ca. 2.5 mm wide (when dried)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stem retrorsely pubescent with swollen nodes. 	-	-	-	-	-	-	-	     	blade 	apex long-acuminate, 	base equal or almost equally attached to petiole, acute, glabrous; 	-	5-11 x 1-2.8 cm	-	narrowly lanceolate	not scabrous	-	-	petiole 	0.1-0.4 cm long	pinnately veined, secondary veins 6-10 per side, originating from throughout primary vein, plane above, prominulous below, anastomosing well within margin. 	-	in primary forest, 	up to 500 m	
Piper anonifolium 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub, occasionally a tree, |, nodose, glabrous. 	-	0.5-3 m tall	-	-	-	-	-	Inflorescence |, white, yellow or (greyish) green, apiculate; 	anthers opening horizontally. 	-	-	-	-	-	-	floral bracts cucullate, not fringed, often greyish when dried; 	-	-	-	-	-	erect	-	-	-	peduncle 	0.5-1 cm long	-	rachis glabrous; 	spike 	-	-	2.5-4(-5) cm long	-	0.2-0.5 cm thick	-	-	-	-	-	Infructescence 	-	fruits depressed globose, glabrous,       	-	stigmas 3, sessile.	-	-	-	-	to 1.2(-2) cm thick	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, canaliculate, ciliate on margin or keel, vaginate at base only; |, somewhat glandular-dotted, often bicoloured, sometimes glaucous or whitish below in vivo, drying silvery shiny, |, 	blade 	apex acute to short-acuminate, 	base equal or almost equally attached to petiole, cuneate or acute, glabrous; 	-	8-16 x 2-4.7 cm	-	lanceolate to oblong to elliptic or ovate, 3-4 x longer than wide	thin-coriaceous to coriaceous, may be somewhat rugose, not scabrous	0.5-1 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 8-12 per side, originating from throughout primary vein, plane to impressed above, prominent below, tertiary veins reticulate. 	-	-	-	-	-	-	-	-	-	Stem glabrous except for 1 or 2 subnodal lines of hairs decurrent from petioles. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper anonifolium var.anonifolium	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	In the typical variety the leaves are glabrous on both sides, and at most narrowly ovate.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	mainly in understory of primary forest, on various soils and granite, also in swampy forest, montane, mossy forest and occasionally in clearings; from 	10-700 m	
Piper anonifolium var.parkerianum	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	This variety differs in the indument on the leaves. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	The shape of the leaves is not narrowly ovate, but ovate.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Piper arboreum 	-	-	-	-	-	-	Fruits dark green, laterally compressed, oblongoid or obovoid, |, glabrous or slightly papillose, 	-	0.8-1 mm in diam.	-	2 mm long	-	stigmas 3-4, sessile.	-	-	-	Shrub or treelet, |, sometimes with long, arching branches, often strongly branching. 	-	2-7 m tall	-	-	-	-	-	Inflorescence |, whitish, yellow or pale green, apiculate, densely flowered; |, densely marginally fringed, conspicuously arranged in whorls; 	anthers dehiscing apically. 	-	-	-	-	-	-	floral bracts 	0.3-0.6 mm in diam.	-	-	-	-	erect	-	-	-	peduncle moderately stout, 	0.5-1 cm long	-	rachis glabrous; 	spike 	-	-	5-10(-17) cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole glabrous or minutely pubescent, |, deeply vaginate, |, |, longest side obtuse, rounded to cordulate, in narrow leaves acute, shorter side acute to obtuse, glabrous or minutely pubescent below; 	blade shiny green above, lighter to whitish below, 	apex acute to (long-)acuminate, 	base unequally attached to petiole difference 	0.5-1(-3) cm (less in young leaves)	10-25 x 6-11 cm	-	oblong-ovate, (narrowly) ovate or (narrowly) elliptic	-	0.3-2 cm long	-	-	margin protracted beyond base of blade forming a ligule-like structure 	-	-	-	to 4 mm long	-	pinnately veined, secondary veins 8-10 per side, originating from throughout primary vein, loop-connected towards apex, tertiary veins inconspicuously reticulate. 	-	-	-	-	Shoot apex emerging from within sheathing leaf base, prophyll undeveloped. 	-	-	-	-	Stem glabrous or minutely pubescent, upper internodes smooth or somewhat lenticellate. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in moist tropical rain forest high, dense, mixed or swamp forest, occasionally in secondary vegetation, 	from sea level to 1500 m	
Piper augustum 	-	-	-	-	-	-	Fruits oblongoid, glabrous, may be somewhat papillose, |, becoming stylose or mammiform at apex, 	-	2 mm in diam.	-	to 4 mm long	-	stigmas obsolete.	-	-	-	Shrub or treelet, |, glabrous, except for ciliate leaf margin. 	-	to 2-4(-8) m tall	-	-	-	-	-	Inflorescence |, red to brown; |, (greenish) white or green with purple points, not or slightly apiculate; 	-	-	-	-	-	-	-	floral bracts densely marginally fringed. 	-	-	-	-	-	pendent, may be erect or horizontal at first	-	-	-	peduncle glandular-dotted, 	1-2(-3) cm long	-	rachis glabrous, sometimes red; 	spike 	to 2.5 cm diam. (in vivo)	-	4-20 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, vaginate at base; |, 	blade glandular-dotted, 	apex acute, 	base almost equal to unequally attached to petiole, acute or obtuse, occasionally truncate; 	-	15-35 x (6-)9-15(-18) cm	margin ciliate, 	elliptic-ovate to oblong-elliptic	-	0.5-4 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 10-16 per side, strongly curved, originating from throughout primary vein. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	often in humid places, also recorded from secondary vegetation, 	from sea level to 1500 m	
Piper aulacospermum 	-	-	-	-	-	-	Fruits 4-sulcate, globose, |, truncate at apex, glabrous, 	-	3-4.5 mm in diam.	-	-	seeds deeply 4-sulcate.	stigmas 4, globose, sessile; 	-	-	-	Small shrub, |, sparingly branched. 	-	1-2.5 m tall	-	-	-	-	-	Inflorescence |, white, becoming green; |, minutely pubescent; |, not apiculate; 	anthers reniform. 	-	-	-	-	-	-	floral bracts saccate or galeate, glabrous, densely fimbriate; 	-	-	-	-	flowers densely congested; 	erect	-	-	-	peduncle 	1 cm long	-	-	spike 	-	0.5-1 x 0.1-0.2 cm long, in fruit 2.5-4.5 x 0.3-0.45 cm	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, glabrous, deeply vaginate at base; |, not conspicuously glandular-dotted, |, 	blade 	apex abruptly long-acuminate, 	base equal or almost equally attached to petiole, acute, glabrous; 	-	13-16.5 x (3.5-)4-6.5 cm	-	oblong or elliptic-oblong	thick chartaceous, not scabrous	0.7-1.3 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 8-12 per side, prominent on both sides, anastomosing well within margin, originating from throughout primary vein, tertiary veins widely, distinctly reticulate. 	Prophyll |, glabrous, caducous. 	2-4 cm long	-	-	-	-	-	-	-	Stem striate or canaliculate, glabrous. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in lowland moist forest, 	200-450 m	
Piper avellanum 	-	-	-	-	-	-	Fruits trigonous or depressed globose, |, glabrous and papillose, 	-	to 2 mm in diam.	-	-	-	stigmas 3, sessile.	-	-	-	Shrub or subshrub |, densely short crisp-pubescent, hairs 	-	to 2 m tall	to 0.2 mm long	-	-	-	-	Inflorescence |, pubescent; |, white, yellow or green, occasionally apiculate or not; 	-	-	-	-	-	-	-	floral bracts densely marginally fringed. 	-	-	-	-	-	pendent	-	-	-	peduncle slender, 	0.5-1 cm long	-	rachis glabrous; 	spike 	-	-	3-5.5(-10) cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, vaginate to apex, often conspicuously winged, green or maroon; |, |, rounded, obtuse or subacute, glabrous or sparsely short-pubescent above, sparsely to densely so below; 	blade not conspicuously glandular-dotted, 	apex short-acuminate or acute, 	base unequally attached to petiole difference 	0.1-0.5 cm	7-18 x 3-7.5 cm	margin ciliate, 	lance-elliptic or lanceolate-oblong or oblanceolate	-	0.3-1.3 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 5-6(-8) per side, originating from lower 3/4 of primary vein. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in (dense) forest, in river-bank or marsh forest and in secondary vegetation.	-	
Piper bartlingianum 	-	-	-	-	-	-	     	-	-	-	-	-	stigmas 4, sessile.	-	-	-	Shrub, subshrub or treelet, |, somewhat nodose, glabrous. 	-	1-4 m tall	-	-	-	-	-	Inflorescence |, glabrous; |, green, not apiculate; 	-	-	-	-	-	-	-	floral bracts cucullate, pilose on inner side. 	-	-	-	-	-	erect	-	-	-	peduncle 	1 cm long	-	rachis hirsute; 	spike 	-	-	10-12 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, glabrous, vaginate near or at base; |, not conspicuously glandular-dotted, |, 	blade glossy, 	apex acuminate, 	base equal or almost equally attached to petiole, acute, glabrous; 	-	13-30 x 5-8(-10) cm	-	elliptic-oblong	coriaceous, not scabrous	0.5 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 6-8 per side, flat to impressed above, prominent below, anastomosing well within margin, originating from throughout primary vein, tertiary veins widely reticulate. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in forest on terra firme and in marsh forest, on sand, clay or granite, 	up to 700 m	
Piper bolivaranum 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Subshrub 	-	to 0.1-1.5 m tall	-	-	-	-	-	Inflorescence |, glabrous; |, white, not apiculate; 	-	-	-	-	-	-	-	floral bracts trigonous, densely marginally fringed. 	-	-	-	-	-	erect or pendent	-	-	-	peduncle 	0.5-1.1(-2.5) cm long	-	-	spike	-	-	1-1.7(-4.5) cm long	-	-	-	-	-	-	-	     	-	fruits trigonous, 	-	stigmas 3, sessile.	-	to 1 mm wide	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, glabrous, vaginate to apex; |, not conspicuously glandular-dotted, |, 	blade 	apex long-acuminate, 	base equal, acute, glabrous above, glabrescent or glabrous below; 	-	7-10.5(-16.5) x 0.7-1.5(-4.5) cm	-	narrowly lanceolate	not scabrous	(0.2-)0.4-0.6(-1) cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 2-3 per side, originating from lower 1/2 or 2/3 of primary vein, with many intermediates up to apex, secondary veins plane above, prominulous below, tertiary veins parallel. 	-	-	-	-	-	-	-	-	-	Stem glabrous. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	800-1100 m	
Piper brasiliense 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Small shrub, 	-	to 1 m tall	-	-	-	-	-	Inflorescence |, densely pubescent; |, not apiculate?; 	-	-	-	-	-	-	-	floral bracts narrowly sublunulate, sparsely puberulous. 	-	-	-	-	-	pendent	-	-	-	peduncle 	0.3-0.4 (0.8 in fruit) cm long	-	-	spike 	-	-	1-1.5 cm long	-	0.5 cm thick	-	-	-	-	-	Infructescence pendent, 	-	fruits globose, depressed at apex, densely crisp-pubescent,       	-	stigmas 3, recurved, on long, pilose style.	-	-	2.5 cm long	-	ca. 1 cm thick	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, densely pubescent with long hairs, vaginate at base; |, densely glandular-dotted below, |, |, narrowing to lobed base, lobes shorter than petiole, unequal, longer one subreniform, overlapping petiole, blade glabrous above, densely pubescent with long hairs below including veins; 	blade 	apex acute to slightly acuminate, 	base unequally attached to petiole difference 	0-0.2 cm	9.5-16 x 3.5-7.2 cm	-	(narrowly) elliptic to subobovate	not scabrous	0.5-1 cm long	-	-	-	-	-	-	-	-	pinnately veined, secondary veins 6-11 per side, originating from throughout primary vein, prominulous above, prominulous below, tertiary veins reticulate. 	-	-	-	-	-	-	-	-	-	Stem densely retrorsely pubescent with hairs 	-	-	to 1 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	up to 650 m	
