-	/anthocarps*	/anthocarps*/shape	/anthocarps*/texture	/anthocarps*/hairs	/anthocarps*/hairs/shape	/anthocarps/colour*	/anthocarps/colour*/growth form	/anthocarps/colour*/colour	/anthocarps/dimensions*	/anthocarps/hairs*	/anthocarps/hairs*/shape	/anthocarps/hairs*/texture	/anthocarps/hairs*/hairs	/anthocarps/shape*	/anthocarps/shape*/shape	/capsules*	/capsules*/shape	/capsules*/texture	/capsules*/hairs	/capsules/seeds/shape*	/capsules/seeds/shape*/shape	/female perianth*	/female perianth*/shape	/female perianth/shape*	/female perianth/shape*/shape	/flowers*	/flowers*/shape	/flowers*/texture	/flowers*/hairs	/flowers*/growth form	/flowers/dimensions*	/flowers/ovary*	/flowers/ovary*/shape	/flowers/ovary*/position	/flowers/ovary/locule number*	/flowers/ovary/shape*	/flowers/ovary/shape*/shape	/flowers/ovary/shape*/texture	/flowers/ovary/style*	/flowers/ovary/style*/shape	/flowers/stamens/anthers*	/flowers/stamens/anthers*/shape	/flowers/stamens/filaments*	/flowers/stamens/filaments*/shape	/flowers/stamens/filaments*/growth form	/flowers/stamens/stamen number*	/fruits*	/fruits*/shape	/fruits*/texture	/fruits*/hairs	/fruits*/growth form	/fruits/seeds/colour*	/fruits/seeds/colour*/texture	/fruits/seeds/colour*/colour	/fruits/seeds/embryo*	/fruits/seeds/embryo*/shape	/fruits/seeds/shape*	/fruits/seeds/shape*/shape	/fruits/seeds/testa/texture*	/fruits/seeds/testa/texture*/shape	/fruits/seeds/testa/texture*/texture	/fruits/seeds/testa/texture*/growth form	/fruits/shape*	/fruits/shape*/shape	/fruits/texture*	/fruits/texture*/texture	/habit*	/habit*/environment	/habit*/shape	/habit*/texture	/habit*/growth form	/habit*/colour	/habit/growth form*	/habit/growth form*/environment	/habit/growth form*/growth form	/habit/hairs*	/habit/hairs*/hairs	/habit/height*	/habit/height*/shape	/habit/stems*	/habit/stems*/shape	/habit/stems*/texture	/habit/stems*/growth form	/habit/stems/colour*	/habit/stems/colour*/colour	/habit/stems/growth form*	/habit/stems/growth form*/growth form	/habit/stems/hairs*	/habit/stems/hairs*/hairs	/habit/stems/length*	/inflorescences*	/inflorescences*/shape	/inflorescences*/position	/inflorescences*/margin type	/inflorescences*/hairs	/inflorescences*/growth form	/inflorescences*/colour	/inflorescences/bracteoles*	/inflorescences/bracteoles*/shape	/inflorescences/bracteoles*/margin type	/inflorescences/bracteoles/bracteole number*	/inflorescences/bracteoles/length*	/inflorescences/bracteoles/shape*	/inflorescences/bracteoles/shape*/shape	/inflorescences/bracts*	/inflorescences/bracts*/shape	/inflorescences/bracts and bracteoles*	/inflorescences/bracts and bracteoles*/shape	/inflorescences/bracts/length*	/inflorescences/bracts/shape*	/inflorescences/bracts/shape*/shape	/inflorescences/flower number*	/inflorescences/flower number*/hairs	/inflorescences/flowers*	/inflorescences/flowers*/shape	/inflorescences/flowers*/colour	/inflorescences/hairs*	/inflorescences/hairs*/shape	/inflorescences/hairs*/texture	/inflorescences/hairs*/hairs	/inflorescences/hairs*/colour	/inflorescences/length*	/inflorescences/pedicels*	/inflorescences/pedicels*/shape	/inflorescences/pedicels*/texture	/inflorescences/pedicels/hairs*	/inflorescences/pedicels/hairs*/shape	/inflorescences/pedicels/hairs*/hairs	/inflorescences/pedicels/length*	/inflorescences/peduncle/hairs*	/inflorescences/peduncle/hairs*/shape	/inflorescences/peduncle/hairs*/hairs	/inflorescences/peduncle/length*	/inflorescences/position*	/inflorescences/position*/shape	/inflorescences/position*/position	/inflorescences/position*/growth form	/inflorescences/shape*	/inflorescences/shape*/shape	/inflorescences/shape*/position	/leaves*	/leaves*/shape	/leaves*/margin type	/leaves*/hairs	/leaves*/growth form	/leaves/blade*	/leaves/blade*/shape	/leaves/blade*/texture	/leaves/blade*/margin type	/leaves/blade*/hairs	/leaves/blade*/colour	/leaves/blade/dimensions*	/leaves/blade/dimensions*/shape	/leaves/blade/hairs*	/leaves/blade/hairs*/shape	/leaves/blade/hairs*/position	/leaves/blade/hairs*/hairs	/leaves/blade/hairs*/hairs/shape	/leaves/blade/shape*	/leaves/blade/shape*/shape	/leaves/blade/shape/dimensions*	/leaves/blade/texture*	/leaves/blade/texture*/texture	/leaves/blade/texture*/hairs	/leaves/length*	/leaves/petiole*	/leaves/petiole*/shape	/leaves/petiole*/texture	/leaves/petiole*/growth form	/leaves/petiole/hairs*	/leaves/petiole/hairs*/texture	/leaves/petiole/hairs*/hairs	/leaves/petiole/length*	/leaves/shape*	/leaves/shape*/shape	/leaves/shape*/margin type	/leaves/shape/dimensions*	/leaves/stipules*	/leaves/stipules*/shape	/leaves/stipules*/position	/leaves/stipules*/growth form	/leaves/stipules/length*	/male flowers/tepals/shape*	/male flowers/tepals/shape*/shape	/male perianth*	/male perianth*/position	/male perianth*/growth form	/male perianth/shape*	/male perianth/shape*/shape	/male perianth/shape*/texture	/male perianth/stamens/stamen number*	/petiole*	/petiole*/shape	/petiole*/margin type	/petiole/blade/apex/shape*	/petiole/blade/apex/shape*/shape	/petiole/blade/base/shape*	/petiole/blade/base/shape*/shape	/petiole/blade/dimensions*	/petiole/blade/shape*	/petiole/blade/shape*/shape	/petiole/blade/shape/dimensions*	/petiole/length*	/seeds*	/seeds*/hairs	/seeds*/growth form	/sepals*	/sepals*/shape	/sepals*/margin type	/sepals*/growth form	/sepals/shape*	/sepals/shape*/shape	/sepals/stamens/stamen number*	/stems*	/stems*/shape	/stems*/growth form	/tepals*	/tepals*/shape	/tepals*/margin type	/tepals*/hairs	/tepals*/growth form	/tepals/colour*	/tepals/colour*/colour	/tepals/hairs*	/tepals/hairs*/shape	/tepals/hairs*/hairs	/tepals/shape*	/tepals/shape*/shape	/tepals/shape/length*	/tepals/stamens/stamen number*	/utricles*	/utricles*/shape	/utricles*/texture	/utricles*/growth form	/utricles/seeds/colour*	/utricles/seeds/colour*/colour	/utricles/seeds/shape*	/utricles/seeds/shape*/shape	/utricles/shape*	/utricles/shape*/shape	/utricles/shape*/texture	/habitat*	/habitat*/environment	/habitat*/texture	/habitat*/hairs	/habitat*/growth form	/habitat*/colour	/habitat/altitude*	/habitat/altitude*/environment	
Guapira marcano-bertii 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Guapira cuspidata 	Anthocarp 	-	-	-	-	dark red	-	dark red	ca. 8 x 3 mm	-	-	-	-	narrowly ellipsoid	ellipsoid,narrow	-	-	-	-	-	-	Female perianth |, |, 	-	ellipsoid or infundibuliform	ellipsoid,infundibuliform	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Tree |, trunk |, rugulose, |, leafy at apex. 	-	-	rugulose	-	-	-	-	-	-	-	1-18 m	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence a |, ascending; |, 	-	-	-	-	ascending	-	bracteoles 	-	-	-	1 mm long	ovate-triangular	ovate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	5-7.5 cm long	terminal or axillary	-	axillary,terminal	-	-	-	-	     	-	-	-	-	blade 	-	-	-	-	-	-	-	glabrous above, densely ferrugineous-puberulent, especially on midvein and principal lateral veins beneath when young, glabrate and dull in age	-	lateral	densely,ferrugineous,glabrous,puberulent	-	usually broadly ovate (sometimes lance-elliptical or ovate-elliptical), 	elliptical,lance,ovate	11.5-17.3 x 4.8-6.5 cm	thinly coriaceous	coriaceous,thin	-	-	petiole 	-	-	-	-	-	-	1-2.5 cm long	-	-	-	-	-	-	-	-	-	-	-	Male perianth |, 	-	-	oblong-infundibuliform	infundibuliform,oblong	-	7-ca. 9	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	principally found at the edge of forests, in scrub savanna, or at the edges of white sand savanna "islands" along the Courantyne, Cuyuni, Berbice and Rupununi rivers and tributaries, in Suriname on sandy ridges with low forest, and in savanna woods bordering rock pavements	forest,rock	-	-	-	white	-	-	
Guapira eggersiana 	Anthocarp |, apically coronulate	-	-	-	-	red	-	red	-	-	-	-	-	ellipsoid, 	ellipsoid	-	-	-	-	-	-	Female perianth |, total length |, teeth, |, 	-	slightly constricted above, narrowly ellipsoid, subinfundibuliform or salverform	ellipsoid,infundibuliform,narrow,salverform	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub or tree |, trunk 	-	-	-	-	-	-	-	-	-	-	1.5-14 m	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence |, corymbiform or subumbellate, sometimes corymbose-paniculate, 	paniculate	-	-	-	-	-	bracteoles 	-	-	3	ca. 0.5-1 mm	lanceolate	lanceolate	-	-	-	-	-	-	-	-	-	flowers 	-	-	glabrous or nearly so, sometimes sparsely puberulous	-	-	glabrous,puberulous	-	-	pedicels slender, 	slender	-	-	-	-	-	-	-	-	-	axillary or terminal	-	axillary,terminal	-	-	-	-	     	-	-	-	-	blade thinly to firmly 	-	thin	-	-	-	4.5-15 x 2-4 (-6.4) cm	-	-	-	-	-	-	elliptical or elliptic-lanceolate, sometimes oblanceolate	elliptical,lanceolate	-	coriaceous	coriaceous	-	-	petiole 	-	-	-	-	-	-	to 2 cm long	-	-	-	-	-	-	-	-	-	-	-	Male perianth |, teeth |, |, 	-	-	infundibuliform or infundibuliform-campanulate	campanulate,infundibuliform	-	7-8	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	variously in coastal rocky ground, interior mountain escarpments, wallaba (Eperua falcata) forests, white sand savannas, and primary and secondary forests	forest,rock	-	-	-	white	-	-	
Guapira kanukuensis 	Anthocarp 	-	-	-	-	-	-	-	ca. 10 x 3.5 mm	densely 	-	-	densely	narrowly ovoid	narrow,ovoid	-	-	-	-	-	-	Female perianth |, teeth |, 	-	narrowly tubular	narrow,tubular	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Tree 	-	-	-	-	-	-	-	-	-	-	20-25 m	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence |, cymose-paniculate or corymbose, |, with 	paniculate	-	-	-	-	-	bracteoles 	-	-	4-5	0.5-1 mm long	-	-	-	-	-	-	-	-	-	few- to many- flowered	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	sparsely 	-	-	to 11.5 cm long	terminal	-	terminal	-	-	-	-	Leaves opposite or verticillate in whorls of |, |, 	-	-	-	-	blade 	-	-	-	-	-	7.5-18 x 4-8 cm	-	-	-	-	-	-	elliptical, sometimes oblong-elliptical or ovate	elliptical,oblong-elliptic,ovate	-	membranaceous	-	-	-	petiole slender, 	slender	-	-	sparsely 	-	-	2-4 cm long	-	-	-	-	-	-	-	-	-	-	-	Male perianth |, teeth 	-	-	infundibuliform	infundibuliform	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Endemic to forests of the Kanuku Mts. in Guyana, alt. 	forest	-	-	-	-	150-400 m	-	
Guapira salicifolia 	Anthocarp 	-	-	-	-	reddish-brown to purplish-black at maturity	mat	black,brown,purplish,reddish	8-11.5 x 3-4 mm	thinly and indistinctly striolate, slightly hirtellous	-	thin	hirtellous	ellipsoid-oblong	ellipsoid,oblong	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub or tree 	-	-	-	-	-	-	-	-	-	-	1.5-15 m	-	stem 	-	-	-	-	-	-	-	-	-	-	Inflorescence 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	to 8 cm long	terminal or lateral	-	lateral,terminal	-	-	-	-	     	-	-	-	-	blade 	-	-	-	-	-	-	-	-	-	-	-	-	mostly elliptical to elliptic-lanceolate (sometimes oblong-lanceolate or narrowly elliptic-oblong), 	elliptical,lanceolate,narrow,oblong-lanceolate	5-15 x 1.5-7 cm	membranaceous to thinly coriaceous, fuscous when dried	coriaceous,thin	-	-	petiole 	-	-	-	-	-	-	to 1.5 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	occurring in primary, hill, gallery and secondary forests, and margins of Pterocarpus-Euterpe swamps (Guyana) and Sesuvium-Avicennia swamps (Suriname).	forest,swamp	-	-	-	-	-	-	
MIRABILIS  	Anthocarp |, often tuberculate or rugulose, |, mucilaginous when wet; |, descending.	-	rugulose,tuberculate	-	-	-	-	-	-	glabrous or pubescent	-	-	glabrous	more or less constricted at both ends	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	ovary 	-	-	-	ellipsoid, ovoid, obovoid or subglobose	ellipsoid,ovoid,subglobose	-	style 	-	-	-	filaments capillary, incurved, free or connate at base into a short cup, 	curved,short	connate	3-5(-6)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	stems decumbent or 	-	-	-	-	-	erect	erect	glabrous or puberulent in lines, occasionally viscid-pubescent	glabrous,puberulent	-	Inflorescences |, dense or open, |, calyx-like, |, |, imbricate, equal or unequal, only slightly accrescent, becoming rotate and conspicuously veined in fruit. 	-	-	-	dense	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	flowers sessile, 	sessile	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	axillary or terminal	-	axillary,terminal	-	paniculate or thyrsiform	paniculate,thyrsiform	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	entire or undulate. 	-	entire,undulate	-	exstipulate, petiolate or sessile; 	sessile	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Mirabilis jalapa 	Anthocarp |, slightly constricted above base|, muricate, verrucose or rugose, 	-	muricate,rugose	-	-	dark brown or black	-	black,brown	-	glabrous or puberulent	-	-	glabrous,puberulent	ovoid or obovoid, 	ovoid	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Erect perennial herb 	-	-	-	-	-	-	-	-	-	-	to 1.5 m	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence a |, |, acute to attenuate	acute,attenuate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1-2 mm long	terminal	-	terminal	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Petiole |, 	-	-	acute or acuminate	acuminate,acute	subcordate or rounded and short-decurrent	decurrent,rounded,short,subcordate	3.2-14 x 1.8-8.5 cm	lanceolate, deltate, ovate-deltate, broadly ovate or lance-ovate	deltate,lanceolate,ovate	-	0.5-5.5 cm long	-	-	-	-	-	-	-	-	-	-	Stem much branched, 	branched	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
NEEA  	Anthocarps |, eglandular, usually crowned by persistent free portion of perianth, often indurate, 	-	-	glandular	-	-	-	-	-	-	-	-	-	ellipsoid	ellipsoid	-	-	-	-	-	-	Female perianth |, often contracted at mouth|, sessile, |, 	sessile	urceolate or tubular-urceolate, constricted above ovary, 	tubular,urceolate	Flowers unisexual (sometimes bisexual in 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescences sometimes |, pedunculate, dichotomously branched cyme, corymbiform cymes, panicles or thyrses, or flowers sometimes solitary. 	branched	-	-	-	panicles	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	cauliflorous, axillary or terminal	-	axillary,cauliflorous,terminal	-	-	-	-	Leaves opposite or in whorls of |, to irregularly or rarely alternate, sometimes fasciculate; 	-	-	-	regular	blades entire, 	-	-	entire	-	-	-	-	glabrous or pubescent	-	-	glabrous	-	-	-	-	coriaceous or membranous	coriaceous,membranous	-	-	petiolate; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Male perianth |, teeth induplicate-valvate|, included, 	-	-	urceolate, globose or elongate	elongate,globose,urceolate	-	5-10	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Neea davidsei 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Neea constricta 	Anthocarp 	-	-	-	-	purple	-	purple	-	-	-	-	-	subglobose	subglobose	-	-	-	-	-	-	Female perianth |, surrounding ovary, and an upper, globose-campanulate, |, teeth |, 	campanulate,globose	prominently constricted at throat into a lower narrow portion of 	narrow	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub or tree |, trunk |, sometimes fluted. 	-	-	-	-	-	-	-	-	-	-	3-12 m	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence |, divaricately branched, 	branched	-	-	-	-	-	bracteoles 	-	-	4	to ca. 1 mm long	-	-	-	-	-	-	-	-	-	few-flowered	-	flowers subsessile or shortly pedicellate. 	short,subsessile	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	to 4 cm long	axillary or terminal	-	axillary,terminal	-	-	-	-	     	-	-	-	-	blade 	-	-	-	-	-	6-17(-21) x 3-6.2(-9.5) cm, often smaller	small	glabrous, drying 	-	-	glabrous	-	elliptical, narrowly lanceolate or narrowly oblanceolate	elliptical,lanceolate,narrow	-	subcoriaceous	subcoriaceous	-	-	petiole 	-	-	-	-	-	-	to 2 cm long	-	-	-	-	-	-	-	-	-	-	-	Male perianth |, not constricted	-	-	urceolate, 	urceolate	-	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in secondary vegetation on white sand in wallaba (Eperua falcata) forest in Guyana, and lateritic, open creek forest of stream banks, or non-flooded moist forest in French Guiana	creek,forest,secondary vegetation	-	-	-	white	-	-	
Neea floribunda 	Anthocarp 	-	-	-	-	dark red or reddish-purple	-	dark red,purple	to 1.7 x 1.0 mm	glabrous	-	-	glabrous	ovoid, subgloboid, oblongoid or ellipsoid	ellipsoid,oblongoid,ovoid	-	-	-	-	-	-	Female perianth 	-	narrowly tubular	narrow,tubular	     	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Tree, trunk |, angled and fluted basally; 	-	-	-	-	-	-	-	-	-	-	4-18 m high	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence |, a |, lax, dichotomously branched cyme or panicle 	branched	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	many-flowered	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ca. 3-9.3 cm long	cauliflorous, or sometimes borne terminally on branches (male flowers), or cauliflorous (female flowers)	-	cauliflorous,terminal	-	-	-	-	     	-	-	-	-	blade 	-	-	-	-	-	to 25-30 (-42) x (7.5-) 13.8 cm	-	glabrous	-	-	glabrous	-	narrowly to broadly obovate, elliptical or oblanceolate	elliptical,narrow,oblanceolate,obovate	-	subcoriaceous	subcoriaceous	-	-	petiole 	-	-	-	-	-	-	1-4 cm long	-	-	-	-	-	-	-	-	-	-	-	Male perianth |, |, 	-	-	urceolate and generally wider than female perianth	urceolate,wide	-	6(9)	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in upland rainforest and forest-margins	forest	-	-	-	-	-	-	
Neea mollis 	Anthocarp |, weakly 	-	-	-	-	green when young, deep wine-red when mature	mat	green,wine-red	to 15 x 8 mm	minutely puberulent	minute	-	puberulent	narrowly ellipsoid or oblongoid	ellipsoid,narrow,oblongoid	-	-	-	-	-	-	Female perianth |, constricted just above the ovary, |, teeth 	-	tubular-campanulate	campanulate,tubular	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Subshrubs, shrubs, or small trees 	shrub	small	-	-	-	-	-	-	branches, leaves and inflorescence-axes 	-	0.8-3(-5) m	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence a |, branched cyme; 	branched	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	few- to many-flowered	-	flowers subtended by 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	terminal or subterminal	-	terminal	-	-	-	-	     	-	-	-	-	blade 	-	-	-	-	-	-	-	ciliate, glabrous above, 	-	-	ciliate,glabrous	-	broadly elliptical, 	elliptical	to 26.5 x 12.5 cm	membranaceous	-	-	-	petiole 	-	-	-	-	-	-	to 3 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
Neea ovalifolia 	Anthocarp 	-	-	-	-	dark red or black	-	black,dark red	13-15 x 5.5 mm	-	-	-	-	ellipsoid	ellipsoid	-	-	-	-	-	-	Female perianth 	-	tubular-cylindrical	cylindric,tubular	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Shrub or tree, |, either buttressed and |, or scrambling; 	-	-	-	scrambling	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence an |, corymbiform cyme or panicle, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	all parts 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2-5 cm (male), to 10.5 cm (female) long	axillary or terminal	-	axillary,terminal	-	-	-	-	     	-	-	-	-	blade 	-	-	-	-	-	to 13.5(-23) x 6.5 cm	-	-	-	-	-	-	elliptical or oblanceolate, rarely ovate	elliptical,oblanceolate,ovate	-	coriaceous	coriaceous	-	-	petiole 	-	-	-	-	-	-	to 3 cm long	-	-	-	-	-	-	-	-	-	-	-	Male perianth |, 	-	-	urceolate	urceolate	-	6	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	in rainforest and wallaba (Eperua falcata) forest in the Guianas, 	forest	-	-	-	-	300-700 m	-	
