-	/calyx*	/calyx*/shape	/calyx*/margin type	/calyx*/hairs	/calyx*/growth form	/calyx*/colour	/calyx/apex*	/calyx/apex*/shape	/calyx/apex*/margin type	/calyx/apex*/hairs	/calyx/apex/hairs*	/calyx/apex/hairs*/shape	/calyx/apex/hairs*/hairs	/calyx/apex/hairs*/hairs/shape	/calyx/colour*	/calyx/colour*/colour	/calyx/corolla/base*	/calyx/corolla/base*/shape	/calyx/corolla/base/width*	/calyx/corolla/base/width*/shape	/calyx/corolla/colour*	/calyx/corolla/colour*/colour	/calyx/corolla/length*	/calyx/corolla/limbs/width*	/calyx/corolla/limbs/width*/shape	/calyx/corolla/lobes/dimensions*	/calyx/corolla/lobes/dimensions*/shape	/calyx/corolla/lobes/shape*	/calyx/corolla/lobes/shape*/shape	/calyx/corolla/margins/margin type*	/calyx/corolla/margins/margin type*/shape	/calyx/corolla/margins/margin type*/margin type	/calyx/corolla/margins/margin type*/hairs	/calyx/corolla/shape*	/calyx/corolla/shape*/shape	/calyx/corolla/shape*/position	/calyx/corolla/throat*	/calyx/corolla/throat*/shape	/calyx/corolla/throat/hairs*	/calyx/corolla/throat/hairs*/shape	/calyx/corolla/throat/hairs*/hairs	/calyx/corolla/throat/hairs*/hairs/shape	/calyx/corolla/throat/hairs*/growth form	/calyx/corolla/throat/width*	/calyx/corolla/throat/width*/shape	/calyx/corolla/tube*	/calyx/corolla/tube*/shape	/calyx/corolla/tube/length*	/calyx/corolla/tube/shape*	/calyx/corolla/tube/shape*/shape	/calyx/disk*	/calyx/disk*/shape	/calyx/disk*/margin type	/calyx/disk*/growth form	/calyx/disk/gland number*	/calyx/disk/gland number*/shape	/calyx/disk/gland number*/growth form	/calyx/free portion of lobes/dimensions*	/calyx/free portion of lobes/dimensions*/shape	/calyx/free portion of lobes/shape*	/calyx/free portion of lobes/shape*/shape	/calyx/free portion of lobes/shape*/growth form	/calyx/lobes*	/calyx/lobes*/shape	/calyx/lobes*/growth form	/calyx/lobes/dimensions*	/calyx/lobes/dimensions*/shape	/calyx/lobes/dorsal lobes*	/calyx/lobes/dorsal lobes*/shape	/calyx/lobes/shape*	/calyx/lobes/shape*/shape	/calyx/margins/margin type*	/calyx/margins/margin type*/shape	/calyx/margins/margin type*/margin type	/calyx/margins/margin type*/hairs	/calyx/ovary*	/calyx/ovary*/shape	/calyx/ovary*/position	/calyx/ovary/dimensions*	/calyx/ovary/dimensions*/shape	/calyx/ovary/hairs*	/calyx/ovary/hairs*/shape	/calyx/ovary/hairs*/hairs	/calyx/ovary/shape*	/calyx/ovary/shape*/shape	/calyx/ovary/shape*/position	/calyx/ovary/stigma*	/calyx/ovary/stigma*/shape	/calyx/ovary/style/hairs*	/calyx/ovary/style/hairs*/shape	/calyx/ovary/style/hairs*/hairs	/calyx/ovary/style/length*	/calyx/shape*	/calyx/shape*/shape	/calyx/stamens*	/calyx/stamens*/position	/calyx/stamens/anthers*	/calyx/stamens/anthers*/shape	/calyx/stamens/relative distance*	/calyx/stamens/thecae*	/calyx/stamens/thecae*/shape	/calyx/stamens/thecae*/growth form	/calyx/staminodes*	/calyx/staminodes*/shape	/calyx/tube/length*	/flowers*	/flowers*/shape	/flowers/bracteoles*	/flowers/bracteoles*/shape	/flowers/flower number per inflorescence*	/flowers/pedicels/hairs*	/flowers/pedicels/hairs*/shape	/flowers/pedicels/hairs*/texture	/flowers/pedicels/hairs*/hairs	/flowers/pedicels/hairs*/hairs/shape	/flowers/pedicels/length*	/flowers/peduncle*	/flowers/peduncle*/shape	/flowers/peduncle/hairs*	/flowers/peduncle/hairs*/shape	/flowers/peduncle/hairs*/texture	/flowers/peduncle/hairs*/hairs	/flowers/peduncle/length*	/fruits*	/fruits*/shape	/fruits/colour*	/fruits/colour*/colour	/habit*	/habit*/environment	/habit*/shape	/habit*/growth form	/habit/growth form*	/habit/growth form*/texture	/habit/growth form*/position	/habit/growth form*/growth form	/habit/height*	/habit/height*/shape	/habit/length*	/leaves*	/leaves*/shape	/leaves/blade/apex*	/leaves/blade/apex*/shape	/leaves/blade/base*	/leaves/blade/base*/shape	/leaves/blade/base*/growth form	/leaves/blade/base/hairs*	/leaves/blade/base/hairs*/shape	/leaves/blade/base/hairs*/texture	/leaves/blade/base/hairs*/hairs	/leaves/blade/base/hairs*/colour	/leaves/blade/base/shape*	/leaves/blade/base/shape*/shape	/leaves/blade/dimensions*	/leaves/blade/larger blade/dimensions*	/leaves/blade/margins/margin type*	/leaves/blade/margins/margin type*/shape	/leaves/blade/margins/margin type*/margin type	/leaves/blade/margins/margin type*/growth form	/leaves/blade/shape*	/leaves/blade/shape*/shape	/leaves/blade/texture*	/leaves/blade/texture*/texture	/leaves/petiole/hairs*	/leaves/petiole/hairs*/hairs	/leaves/petiole/length*	/mature berries/colour*	/mature berries/colour*/colour	/mature berries/dimensions*	/mature capsules/colour*	/mature capsules/colour*/position	/mature capsules/colour*/colour	/mature capsules/dimensions*	/mature capsules/shape*	/mature capsules/shape*/shape	/mature capsules/shape*/position	/stems*	/stems*/shape	/stems*/growth form	/stems/growth form*	/stems/growth form*/growth form	/stems/hairs*	/stems/hairs*/hairs	/habitat*	/habitat*/environment	/habitat*/shape	/habitat*/hairs	/habitat*/growth form	/habitat*/colour	/habitat/altitude*	/habitat/altitude*/environment	
Columnea calotricha 	Calyx subcampanulate, |, |, subequal, |, |, middle only slightly curved, not ventricose, |, dorsal lobes concave, |, 	concave,curved,subcampanulate,ventricose	-	-	-	-	apex acute and serrulate, 	acute	serrulate	-	outside densely pilose to hirsute, inside hirsute towards apex	-	densely,hirsute,pilose	-	green at base, red or orange above	green,orange,red	base gibbous, 	-	0.2-0.3 cm wide	wide	orange-yellow or yellow with 	orange	1.5-3.5 cm long	-	-	0.3-0.4 x 0.2-0.3 cm	-	triangular to oblong	oblong	entire	-	entire	-	-	-	-	throat slightly contracted, 	-	outside 	-	-	-	-	0.2-0.5 cm wide	wide	tube 	-	1.5-2.0(-3.5) cm long	narrowly tubular	narrow,tubular	-	-	-	-	-	-	-	-	-	-	-	-	lobes free, 	-	-	0.8-2.5 x 0.3-0.6 cm	-	-	-	oblanceolate or oblong	oblanceolate,oblong	serrate near apex	-	serrate	-	ovary 	-	-	0.3 x 0.2 cm	-	sparsely hirsute	-	hirsute	ovoid	ovoid	-	stigma 	-	glabrous	-	glabrous	1.7-3.5 cm long	-	-	stamens equalling corolla tube to exserted, adnate to corolla tube base; 	exserted	-	-	-	-	-	-	staminode minute; 	minute	-	Flowers 	-	-	-	up to 7	hirsute	-	-	hirsute	-	0.3-1 cm long	-	-	-	-	-	-	-	-	-	-	-	Epiphytic or rarely terrestrial herb or subshrub, 	subshrub,terrestrial	-	-	-	-	-	-	0.1-1 m tall	-	-	     	-	apex acute to acuminate, 	acuminate,acute	base cuneate, usually oblique, 	cuneate,oblique	-	above and below pilose	-	-	pilose	-	-	-	-	3-19 x 1-6 cm	serrulate or crenulate	-	crenulate,serrulate	-	lanceolate, elliptic or obovate	elliptic,lanceolate,obovate	membranous to papyraceous when dry	membranous,papyraceous	pilose	pilose	0.5-3 cm long	white below, purplish to reddish above	purplish,reddish,white	0.5-1(-1.6) x 0.4-0.5 cm	-	-	-	-	-	-	-	Stem succulent, 	-	-	erect or ascending	ascending	hirsute	hirsute	growing in moss on trees, in swamp and rain forests, at 	moss,rain forest,swamp	-	-	-	-	0-750 m	-	
Columnea guianensis 	Calyx campanulate, |, |, subequal, |, |, middle ventricose, |, 	campanulate,ventricose	-	-	-	-	apex long-acuminate, 	acuminate	-	-	outside villous, sometimes with 	-	villous	-	green	green	base subgibbous, 	-	0.4-0.5 cm wide	wide	pale yellow with reddish lobes	pale yellow,reddish	2.5-3.3 cm long	ca. 0.8 cm wide	wide	ca. 0.2 x 0.2 cm wide	wide	subtriangular	subtriangular	entire	-	entire	-	-	-	-	throat subgibbous, 	-	outside sericeous, inside sparsely puberulous	-	puberulous,sericeous	-	-	0.4-0.6 cm wide	wide	tube 	-	2-3.2 cm long	narrowly cylindric	cylindric,narrow	-	-	-	-	-	-	-	-	-	-	-	-	lobes nearly free, 	-	-	2-2.6 x 0.5-0.6 cm wide	wide	-	-	lanceolate, narrowed towards base	lanceolate,narrow	-	-	-	-	ovary 	-	-	ca. 0.4 x 0.3 cm	-	pubescent	-	-	ovoid	ovoid	-	stigma 	-	glabrous	-	glabrous	ca. 2.5 cm long	-	-	stamens included, adnate to corolla base; 	-	-	-	-	-	-	-	staminode very small; 	small	-	Flowers 	-	-	-	up to 3	villous	-	-	villous	-	0.3-1 cm long	-	-	-	-	-	-	-	-	-	-	-	Epiphytic or epipetric large herb or small shrub, 	shrub	large,small	-	-	-	-	-	to 3.2 m tall	-	-	     	-	apex acute to acuminate, 	acuminate,acute	base obliquely cuneate, 	cuneate,oblique	-	above sparsely pilose to glabrous, below pubescent to pilose	-	-	glabrous,pilose	-	-	-	-	-	-	-	-	-	oblanceolate	oblanceolate	chartaceous when dry	chartaceous	villous or hirsute	hirsute,villous	0.4-1 cm long	white	white	1 x 0.6 cm	-	-	-	-	-	-	-	Stem woody at base, succulent above, procumbent and ascending, 	-	ascending	-	-	villous or hirsute to glabrescent	glabrescent,hirsute,villous	wet forests often among rocks, at 	forest,rock	-	-	-	-	180-1200 m	-	
Columnea oerstediana 	Calyx campanulate, |, |, subequal, |, |, middle slightly ventricose, |, |, |, 1.2-1.6 x |, |, 	campanulate,ventricose	-	-	-	-	apex long acuminate, 	acuminate	-	-	outside pubescent, inside sparsely pubescent	-	-	-	green to red	green,red	base gibbous, 	-	above base 0.2-0.4 cm wide	wide	scarlet or red	red,scarlet	2.5-5.5 cm long	ca. 3 cm wide	wide	-	-	-	-	-	-	-	-	-	-	-	throat not contracted, 	-	outside pilose, inside glabrous	-	glabrous,pilose	-	-	0.7-0.9 cm wide	wide	tube 	-	1.5-2.5 cm long	funnelform	funnelform	-	-	-	-	-	-	-	-	-	-	-	-	lobes strongly unequal,      	-	-	0.9-1.8 x 0.4-1.1 cm	-	-	-	ovate-lanceolate	lanceolate,ovate	toothed near base or nearly entire	-	entire	-	ovary 	-	-	0.3-0.4 x 0.2-0.3 cm	-	pubescent to sericeous	-	sericeous	ovoid	ovoid	-	stigma 	-	pilose	-	pilose	ca. 5 cm long	-	-	stamens exserted, adnate to base of corolla tube; 	exserted	-	-	-	-	-	-	staminode absent; 	-	-	Flowers 	-	-	-	-	pubescent to strigose	-	-	strigose	-	1-4 cm long	-	-	-	-	-	-	-	-	-	-	-	Epiphytic suffrutescent herb or subshrub, 	subshrub	-	-	-	-	-	-	-	-	to 1 m long	     	-	apex obtuse to acuminate, 	acuminate,obtuse	base 	-	-	above glabrous, below sparsely strigose	-	-	glabrous,strigose	-	rounded to cuneate	cuneate,rounded	1.2-2.9(-3.7) x 0.2-1.2 cm	-	entire	-	entire	-	ovate, elliptic-ovate, to oblong	elliptic,oblong,ovate	chartaceous or coriaceous when dry	chartaceous,coriaceous	pubescent	-	0.1-0.2 cm long	white	white	0.6-0.8 x 0.6-0.8 cm	-	-	-	-	-	-	-	Stem woody at base, succulent above, 	-	-	pendent, creeping or erect	creeping,erect	pubescent or strigose when young	strigose	pendent from trees in wet forests, at 	forest	-	-	pendent	-	0-760 m	-	
Columnea sanguinea 	Calyx campanulate, |, |, subequal, |, |, middle slightly ventricose, |, 	campanulate,ventricose	-	-	-	-	apex acuminate to obtuse, 	acuminate,obtuse	-	-	outside 	-	-	-	greenish-white to orange or scarlet	green,orange,scarlet,white	base subgibbous, above base 	-	ca. 0.4 cm wide	wide	yellow	-	2-3 cm long	0.5-0.6 cm wide	wide	0.2-0.4 x 0.2-0.3 cm	-	ovate	ovate	entire	-	entire	-	-	-	-	throat slightly contracted, 	-	outside 	-	-	-	-	0.5-0.6 cm wide	wide	tube 	-	1.8-2.7 cm long	cylindric	cylindric	-	-	-	-	-	-	-	-	-	-	-	-	lobes nearly free, 	-	-	1.3-2.1 x 0.3-0.6 cm	-	-	-	lanceolate	lanceolate	laciniate or 	-	-	-	ovary 	-	-	0.4-0.5 x 0.2-0.3 cm	-	hirsute to pilose	-	hirsute,pilose	ovoid	ovoid	-	stigma shortly 	short	glabrous	-	glabrous	ca. 2.5 cm long	-	-	stamens included, adnate to base of corolla tube; 	-	-	-	-	-	-	-	staminode very small; 	small	-	Flowers |, or up to several in fasciculate inflorescences; 	-	-	-	-	hirsute	-	-	hirsute	-	0.2-0.5 cm long	-	-	-	-	-	-	-	-	-	-	-	Terrestrial or epiphytic subshrub, 	epiphytic,subshrub	-	-	-	-	-	-	to 2 m tall, rarely taller	-	-	     	-	apex acuminate, 	acuminate	base obliquely cuneate, 	cuneate,oblique	-	-	-	-	-	-	-	-	-	15.5-32.6 x 5.4-10.7 cm	serrate	-	serrate	-	oblanceolate	oblanceolate	papyraceous when dry	papyraceous	tomentose	tomentose	0.4-1.8 cm long	white to orange	orange,white	ca. 1.8 x 1 cm	-	-	-	-	-	-	-	Stem woody at base, succulent above, 	-	-	erect or ascending	ascending	tomentose to hirsute at apex, becoming glabrescent below	glabrescent,hirsute,tomentose	growing in forests, often on mossy tree trunks, at 	forest,moss	-	-	-	-	150-1250 m	-	
Columnea scandens 	Calyx campanulate, |, |, subequal, |, |, middle slightly ampliate, |, |, |, |, 	ampliate,campanulate	-	-	-	-	apex acuminate, subulate or acute, 	acuminate,acute,subulate	-	-	outside strigose, inside strigose	-	strigose	-	green or reddish	green,reddish	base gibbous, 	-	0.15-0.4 cm wide	wide	red	red	4.3-7 cm long	ca. 2.5 cm wide	wide	-	-	-	-	-	-	-	-	-	-	-	throat not contracted, 	-	outside pilosulous, inside sparsely pubescent on dorsal side	-	pilosulous	-	-	0.5-0.9 cm wide	wide	tube 	-	2.3-4.9 cm long	cylindric	cylindric	-	-	-	-	-	-	-	0.8-1.7 x 0.1-0.4 cm	-	ovate-lanceolate to linear	lanceolate,linear,ovate	-	lobes strongly unequal,      	-	-	0.1-0.2 cm	-	-	-	-	-	entire at base or with a few teeth	-	entire	-	ovary 	-	-	0.3-0.35 x 0.15-0.25 cm	-	appressed-pubescent or glabrous	-	glabrous	ovoid	ovoid	-	stigma 	-	pubescent	-	-	ca. 4.5 cm long	-	-	stamens exserted, adnate to base of corolla tube; 	exserted	-	-	-	-	-	-	staminode absent; 	-	0.1-0.2 cm long	Flowers in fasciculate 	-	-	-	1-3-flowered	sericeous-strigose	-	-	sericeous,strigose	-	0.8-2 cm long	-	-	-	-	-	-	-	-	-	-	-	Terrestrial or epiphytic subshrub, 	epiphytic,subshrub	-	-	-	-	-	-	-	-	0.3-0.5 m long or more	     	-	apex acute or obtuse, 	acute,obtuse	base cuneate or 	cuneate	-	above glabrous to strigose or subtomentose, below glabrous to strigose or subtomentose	-	-	glabrous,strigose,tomentose	-	rounded	rounded	1.5-6.5 x 0.9-3.8 cm	-	entire to remotely crenate-dentate	-	crenate,dentate,entire	-	elliptic or oblong-elliptic	oblong-elliptic	papyraceous or chartaceous when dry	chartaceous,papyraceous	sericeous-strigose	sericeous,strigose	0.2-1.1 cm long	white	white	ca. 0.8 x 0.8 cm	-	-	-	-	-	-	-	Stem succulent, climbing or |, sarmentose, 	-	-	pendent	pendent	sericeous-strigose near apex, becoming glabrous below	glabrous,sericeous,strigose	in rainforests, at 	forest	-	-	-	-	low to middle elevations	-	
CORYTOPLECTUS  	Calyx lobes |, free; |, inflated ventrally, |, dehiscing by longitudinal slits, 	dehiscing,inflate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	yellowish	-	-	-	-	-	-	-	-	-	-	-	-	tubular	tubular	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	disc of 	-	-	-	2 or 4 opposite separate glands, or a double connate dorsal gland	separate	connate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ovary superior,       	-	superior	-	-	-	-	-	-	-	-	stigma capitate or 	capitate	-	-	-	-	-	-	stamens included,       	-	anthers free or coherent in 	-	-	thecae parallel; 	-	parallel	staminode present, small; 	small	-	Flowers 	-	bracteoles small; 	small	1 to few	-	-	-	-	-	-	short pedunculate; 	short	-	-	-	-	-	Fruit a |, indehiscent, 	-	black	black	Terrestrial, caulescent, 	-	-	-	erect	-	-	erect	-	-	-	Leaves opposite, nearly equal in a pair, venation pinnate, foliar nectaries absent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stems unbranched. 	unbranched	-	-	-	-	-	in mixed wet or cloud forest	forest	-	-	-	-	-	-	
Corytoplectus deltoideus 	Calyx broadly campanulate, |, |, subequal, broadly deltoid, |, |, middle slightly curved, |, subrotund, |, 	campanulate,curved,deltoid	-	-	-	-	apex long acuminate, 	acuminate	-	-	outside glabrescent to densely strigillose, inside glabrescent to densely strigillose	-	densely,glabrescent,strigillose	-	green to red	green,red	base gibbous, 	-	0.45-0.6 cm wide	wide	yellow	-	ca. 2 cm long	ca. 0.5 cm wide	wide	ca. 0.05 x ca. 0.1 cm	-	-	-	entire	-	entire	-	-	-	-	throat contracted, 	-	outside villous, inside glabrous	-	glabrous,villous	-	-	ca. 0.5 cm wide	wide	tube subventricose, 	subventricose	1.8-1.9 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	lobes free, 	-	-	1.1-1.9 x 0.6-1.3 cm	-	-	-	-	-	entire	-	entire	-	ovary 	-	-	0.3-0.5 x 0.3 cm	-	pilose	-	pilose	broadly ovoid	ovoid	-	stigma 	-	pilose	-	pilose	ca. 2.8 cm long	-	-	stamens included, attached briefly to corolla base; 	-	-	-	-	-	-	-	-	-	-	Flowers 	-	-	-	2-3	subsericeous-velutinous	-	-	sericeous	-	2.5-5.5 cm long	peduncle 	-	pubescent	-	-	-	0-0.2 cm long	Only immature fruit seen, 	-	-	-	Terrestrial herb, 	-	-	-	-	-	-	-	0.6-1.5 m tall	-	-	     	-	apex acuminate, 	acuminate	base acute to oblique, 	acute,oblique	-	above scabridulous, below sparsely to densely strigillose	-	-	densely,strigillose	-	-	-	11-22 x 4.5-8.9 cm	-	crenulate to subserrulate	-	crenulate,serrulate	-	elliptic	elliptic	chartaceous when dry	chartaceous	appressed pilose	pilose	3-7.5 cm long	-	-	-	-	-	-	-	-	-	-	Stem woody at base, succulent above, |, 	-	-	erect	erect	-	-	in high mixed forests, among mosses on forest floor with sandstone substrate near streams, at 	forest,moss,sandstone	-	-	-	-	700-2250 m alt. (1300 m in the Guianas, based on insufficient specimen data)	-	
CREMERSIA  	Calyx lobes |, free; |, salverform, 	salverform	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	pale purple	purple	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	disc a single dorsal gland; 	-	-	single	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ovary superior,       	-	superior	-	-	-	-	-	-	-	-	stigma capitate. 	capitate	-	-	-	-	-	-	stamens included,       	-	anthers apically coherent in a tetrad, dehiscing by longitudinal slits, 	dehiscing	-	thecae parallel; 	-	parallel	staminode minute; 	minute	-	Flowers |, in racemose 	-	bracteoles small; 	small	few-flowered	-	-	-	-	-	-	pedunculate; 	-	-	-	-	-	-	Fruit a dry, loculicidally dehiscent, 	-	yellowish-green	green	Terrestrial, caulescent, |, small herbs, without modified stems. 	-	small	-	erect	-	-	erect	-	-	-	Leaves opposite, equal or subequal in a pair, venation pinnate, foliar nectaries absent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stems unbranched. 	unbranched	-	-	-	-	-	in rain forest, on granitic rocks or boulders	rain forest,rock	-	-	-	-	-	-	
Cremersia platula 	Calyx |, equal, |, |, |, middle slightly curved, broadening towards throat, |, 	curved	-	-	-	-	apex blunt, glandular,  	-	-	glandular	outside andinside pilose in upper half	-	pilose	-	green, reddish in bud	green,reddish	base spurred, 	-	0.25 cm wide	wide	pale purple	purple	2-2.3 cm long	2.2-2.7 cm wide	wide	0.7-0.8 x 0.7-0.8 cm	-	suborbicular	suborbicular	nearly entire	-	entire	-	transversal-oblique in calyx	oblique	-	throat narrower dorsally, 	narrow	outside pilose, inside glabrous	-	glabrous,pilose	-	-	0.85 cm wide	wide	tube 	-	1.5-1.8 cm long	salverform	salverform	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	entire	-	entire	-	ovary 	-	-	0.2-0.22 x 0.1 cm (at base)	-	pilose	-	pilose	conical	conical	-	stigma capitate. 	capitate	glabrous	-	glabrous	0.4-0.43 cm long	-	-	stamens included, adnate to tube in basal third; 	-	-	-	-	-	-	-	-	-	-	Flowers in pseudoraceme-like cymose 	-	-	-	3-15-flowered	pilose	-	-	pilose	-	1-1.5 cm long	peduncle 	-	pilose	-	-	pilose	ca. 7 cm long	-	-	-	-	Terrestrial herb, 	-	-	-	-	-	-	-	10-30 cm tall	-	-	     	-	apex acute to obscurely acuminate, 	acuminate,acute	base 	-	-	above with scattered hairs, below with scattered hairs	-	-	hairs	-	round to slightly cordate and often unequal	cordate	5-11 x 2.5-5 cm	-	serrulate to biserrulate	-	serrulate	-	ovate to elliptic	elliptic,ovate	papyraceous or chartaceous when dry	chartaceous,papyraceous	pilose	pilose	1.5-4 cm long	-	-	-	brown	-	brown	0.5-0.6 x 0.2-0.25 cm	ovoid	ovoid	-	Stem 	-	-	erect	erect	pilose	pilose	under the canopy of the rainforest, on granitic cliff bases (de Granville 14868) or boulders (Cremers 13126)	forest	-	-	-	-	-	-	
DRYMONIA  	Calyx lobes |, free or briefly connate at base; |, 	-	-	-	connate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	white, yellow, purple to red, often with markings	purple,red,white	-	-	-	-	-	-	-	-	-	-	-	usually funnelform and broader towards mouth	funnelform	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	disc a single dorsal gland; 	-	-	single	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ovary superior,       	-	superior	-	-	-	-	-	-	-	-	stigma stomatomorphic or 	-	-	-	-	-	-	-	stamens included,       	-	anthers at first coherent by sides and faces, later separating, dehiscing by short basal slits, 	dehiscing,short	-	thecae divergent at base; 	-	divergent	staminode small to minute; 	minute,small	-	Flowers |, or in fasciculate 	-	bracteoles often caducous, sometimes absent; 	-	several-flowered	-	-	-	-	-	-	pedunculate or epedunculate; 	-	-	-	-	-	-	Fruit a |, loculicidally dehiscent, 	-	interior red, orange, or purple	orange,purple,red	Terrestrial or epiphytic, caulescent, 	epiphytic	-	-	creeping or climbing, sometimes erect	-	-	creeping,erect	-	-	-	Leaves opposite, equal or nearly equal in a pair, venation pinnate, foliar nectaries absent. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Stems branched or unbranched. 	branched	-	-	-	-	-	in moist forests.	forest	-	-	-	-	-	-	
Drymonia antherocycla 	Calyx |, |, equal or subequal, |, |, middle widening towards throat, |, 	wide	-	-	-	-	apex obtuse, 	obtuse	-	-	outside and inside sparsely pubescent	-	-	-	white, with red dots along margin	red,white	base spurred, 	-	0.4-0.5 cm wide	wide	yellow with red markings inside, white outside	red,white	ca. 4 cm long	ca. 2.5 cm wide	wide	0.7-0.8 x 0.7-0.9 cm	-	suborbicular	suborbicular	subentire	-	entire	-	-	-	-	throat ventrally somewhat ventricose near limb, 	ventricose	outside scattered pubescent, inside partially pubescent	-	-	-	-	1.8 cm wide	wide	tube 	-	2.6 cm long	nearly cylindric at base, funnelform towards apex	cylindric,funnelform	-	-	-	-	-	-	-	-	-	-	-	-	lobes free, 	-	-	2.6 x 1.3 cm	-	-	-	ovate	ovate	repand-serrate	-	serrate	-	ovary 	-	-	0.6 x 0.4 cm	-	tomentose	-	tomentose	ovoid	ovoid	-	stigma obscurely 	-	hirto-pilose	-	pilose	2 cm long	-	-	stamens included, 	-	-	-	inserted at 0.3 cm from base of corolla tube	-	-	-	-	-	-	Flowers |, smaller than calyx lobes; 	small	-	-	-	appressed-pubescent	-	-	-	-	ca. 1-1.5 cm long	epedunculate; 	-	-	-	-	-	-	-	-	-	-	Epiphytic herb, 	-	-	-	-	-	-	-	75 cm high	-	-	     	-	apex acuminate, 	acuminate	base obliquely long-cuneate, 	cuneate,oblique	-	above sparsely appressed-pubescent, below more densely appressed pubescent	-	-	appressed pubescent,densely	-	-	-	10-40 x 4-11 cm	-	obscurely dentate	-	dentate	-	narrowly elliptic	elliptic,narrow	papyraceous to chartaceous when dry	chartaceous,papyraceous	sparsely appressed-pubescent	-	1-5 cm long	-	-	-	green to light brown	-	brown,green	1.5 x 0.9 cm	ovoid	ovoid	-	Stem subwoody at base, succulent above, erect?, 	-	erect	-	-	appressed-pubescent at apex	-	epiphytic on trees in rainforest, at 	epiphytic,forest	-	-	-	-	130-175 m	-	
Drymonia coccinea 	     	-	-	-	-	-	apex obtuse or 	obtuse	-	-	outside and inside sparsely appressed-pubescent	-	-	-	-	-	base spurred, 	-	0.4-0.6 cm wide	wide	creamy, yellow or white	cream,white	3-4.8 cm long	0.8-2.6 cm wide	wide	0.4-1 x 0.4-1 cm	-	suborbicular	suborbicular	entire or sinuate	-	entire,sinuate	-	-	-	-	throat slightly contracted, 	-	outside puberulous to villous, sometimes glabrous at base, inside dorsally with an area of glandular hairs	-	glabrous,glandular,hairs,puberulous,villous	-	-	0.6-1.2 cm wide	wide	tube 	-	2.8-3.5 cm long	nearly cylindric	cylindric	-	-	-	-	-	-	-	-	-	-	-	-	lobes free, subequal, leafy, 	-	-	1.3-2.5 x 0.6-1.5 cm	-	-	-	-	-	entire, sinuate, or crenulate	-	crenulate,entire,sinuate	-	ovary 	-	-	0.4-0.6 x 0.3-0.5 cm	-	appressed-pubescent	-	-	ovoid	ovoid	-	stigma capitate. 	capitate	appressed-pubescent	-	-	3-3.5 cm long	-	-	stamens included, inserted on corolla base; 	-	-	-	-	-	-	-	-	-	-	Flowers |, or in short-racemose 	short	-	-	few-10 or more-flowered	sparsely appressed-pubescent	-	-	-	-	0.1-0.3 cm long	pedunculate, often with branched axis, each 	branched	sparsely appressed-pubescent	-	-	-	0.2-6 cm long	-	-	-	-	Terrestrial or epiphytic shrub, 	epiphytic,shrub	-	-	-	-	-	-	0.6-2.5 m tall	-	-	     	-	apex acuminate, 	acuminate	base cuneate to almost decurrent, 	cuneate,decurrent	-	above sparsely appressed-pubescent to glabrous, below sparsely appressed-pubescent to glabrous	-	-	glabrous	-	-	-	-	(2.7-)8-15(-29) x (1.8-)3-6(-10) cm	entire or sometimes obscurely denticulate near apex	-	entire	-	obliquely elliptic to oblong	elliptic,oblique,oblong	chartaceous when dry	chartaceous	sparsely appressed-pubescent	-	(0.5-)1-4(-6) cm long	-	-	-	yellow	-	-	1.3-1.5 x 0.9-1 cm	subglobose	subglobose	-	Stem woody at base, succulent above, sarmentose, 	-	-	-	-	puberulous at apex, glabrous and shining	glabrous,puberulous	usually epiphytic on trees in rainforests, at 	epiphytic,forest	-	-	-	-	0-700 m	-	
