-	/flowers*	/flowers*/shape	/flowers*/position	/flowers*/margin type	/flowers*/hairs	/flowers*/growth form	/flowers*/colour	/flowers/calyx lobes/length*	/flowers/disk/hairs*	/flowers/disk/hairs*/hairs	/flowers/length*	/flowers/lower hypanthium/hairs*	/flowers/lower hypanthium/hairs*/hairs	/flowers/lower hypanthium/hairs*/colour	/flowers/lower hypanthium/length*	/flowers/ovary*	/flowers/ovary*/shape	/flowers/ovary*/position	/flowers/ovary*/hairs	/flowers/ovary/hairs*	/flowers/ovary/hairs*/shape	/flowers/ovary/hairs*/texture	/flowers/ovary/hairs*/hairs	/flowers/ovary/style*	/flowers/ovary/style*/shape	/flowers/ovary/style*/texture	/flowers/ovary/style*/hairs	/flowers/ovary/style*/growth form	/flowers/petals/apex/shape*	/flowers/petals/apex/shape*/shape	/flowers/petals/apex/shape*/growth form	/flowers/petals/dimensions*	/flowers/petals/shape*	/flowers/petals/shape*/shape	/flowers/sepals/dimensions*	/flowers/stamens/anthers*	/flowers/stamens/anthers*/shape	/flowers/stamens/anthers/length*	/flowers/stamens/filaments*	/flowers/stamens/filaments*/shape	/flowers/stamens/filaments*/growth form	/flowers/stamens/filaments/length*	/flowers/stamens/stamen number*	/flowers/style/hairs*	/flowers/style/hairs*/hairs	/flowers/style/length*	/flowers/upper hypanthium/dimensions*	/flowers/upper hypanthium/hairs*	/flowers/upper hypanthium/hairs*/hairs	/flowers/upper hypanthium/length*	/flowers/upper hypanthium/length*/shape	/flowers/upper hypanthium/length*/growth form	/flowers/upper hypanthium/shape*	/flowers/upper hypanthium/shape*/shape	/flowers/upper hypanthium/shape*/hairs	/flowers/width*	/flowers/width*/shape	/fruits*	/fruits*/shape	/fruits*/texture	/fruits*/position	/fruits*/hairs	/fruits*/growth form	/fruits*/colour	/fruits/apex/shape*	/fruits/apex/shape*/shape	/fruits/base/shape*	/fruits/base/shape*/shape	/fruits/dimensions*	/fruits/hairs*	/fruits/hairs*/shape	/fruits/hairs*/texture	/fruits/hairs*/hairs	/fruits/hairs*/colour	/fruits/rib number*	/fruits/shape*	/fruits/shape*/shape	/fruits/shape*/position	/fruits/shape*/growth form	/habit*	/habit*/environment	/habit*/shape	/habit*/hairs	/habit*/growth form	/habit*/colour	/habit/hairs*	/habit/hairs*/shape	/habit/hairs*/hairs	/habit/height*	/habit/height*/shape	/habit/juvenile branches/hairs*	/habit/juvenile branches/hairs*/shape	/habit/juvenile branches/hairs*/position	/habit/juvenile branches/hairs*/hairs	/inflorescences*	/inflorescences*/shape	/inflorescences*/texture	/inflorescences*/position	/inflorescences*/hairs	/inflorescences*/growth form	/inflorescences*/colour	/inflorescences/bracts*	/inflorescences/bracts*/shape	/inflorescences/bracts*/texture	/inflorescences/bracts*/hairs	/inflorescences/bracts*/growth form	/inflorescences/bracts/dimensions*	/inflorescences/bracts/dimensions*/shape	/inflorescences/bracts/shape*	/inflorescences/bracts/shape*/shape	/inflorescences/bracts/shape*/texture	/inflorescences/bracts/shape*/margin type	/inflorescences/bracts/shape*/hairs	/inflorescences/dimensions*	/inflorescences/flowers*	/inflorescences/flowers*/shape	/inflorescences/flowers*/position	/inflorescences/flowers*/hairs	/inflorescences/length*	/inflorescences/pedicels/dimensions*	/inflorescences/pedicels/growth form*	/inflorescences/pedicels/growth form*/shape	/inflorescences/pedicels/growth form*/growth form	/inflorescences/pedicels/growth form*/growth form/shape	/inflorescences/pedicels/length*	/inflorescences/peduncle*	/inflorescences/peduncle*/shape	/inflorescences/peduncle*/hairs	/inflorescences/peduncle*/colour	/inflorescences/peduncle/dimensions*	/inflorescences/peduncle/hairs*	/inflorescences/peduncle/hairs*/texture	/inflorescences/peduncle/hairs*/hairs	/inflorescences/peduncle/hairs*/colour	/inflorescences/peduncle/length*	/inflorescences/position*	/inflorescences/position*/position	/inflorescences/rachises/hairs*	/inflorescences/rachises/hairs*/hairs	/inflorescences/rachises/length*	/inflorescences/whorl number*	/leaves*	/leaves*/shape	/leaves*/texture	/leaves*/position	/leaves*/margin type	/leaves*/hairs	/leaves*/growth form	/leaves*/growth form/shape	/leaves/apex/shape*	/leaves/apex/shape*/shape	/leaves/areolation*	/leaves/areolation*/shape	/leaves/areolation*/growth form	/leaves/base/hairs*	/leaves/base/hairs*/hairs	/leaves/base/hairs*/growth form	/leaves/base/shape*	/leaves/base/shape*/shape	/leaves/blade/dimensions*	/leaves/blade/shape*	/leaves/blade/shape*/shape	/leaves/dimensions*	/leaves/domatia*	/leaves/higher order veins*	/leaves/petiole*	/leaves/petiole*/shape	/leaves/petiole*/texture	/leaves/petiole/dimensions*	/leaves/petiole/hairs*	/leaves/petiole/hairs*/shape	/leaves/petiole/hairs*/hairs	/leaves/petiole/hairs*/colour	/leaves/petiole/length*	/leaves/shape*	/leaves/shape*/shape	/leaves/texture*	/leaves/texture*/texture	/leaves/texture*/growth form	/leaves/veins*	/leaves/veins*/position	/leaves/veins*/growth form	/leaves/veins/intersecondary veins*	/leaves/veins/midveins*	/leaves/veins/midveins*/shape	/leaves/veins/midveins*/growth form	/leaves/veins/secondary veins/secondary vein pair number*	/leaves/veins/tertiary veins*	/leaves/veins/tertiary veins*/shape	/leaves/veins/tertiary veins*/growth form	/petiole*	/petiole*/shape	/petiole*/texture	/petiole*/position	/petiole*/hairs	/petiole/blade/dimensions*	/petiole/blade/shape*	/petiole/blade/shape*/shape	/petiole/hairs*	/petiole/hairs*/shape	/petiole/hairs*/hairs	/petiole/length*	/stipules*	/stipules*/shape	/habitat*	/habitat*/environment	/habitat*/shape	/habitat*/hairs	/habitat*/colour	/habitat/altitude*	/habitat/altitude*/environment	
Roupala nitida 	Flowers |, |, closely appressed giving the appearance of a ring; |, extending slightly lower on one side, very short, 	short	-	-	-	-	-	-	-	-	6-12(-14) mm long	-	-	-	-	ovary somewhat compressed longitudinally, 	-	-	-	hairs 	-	-	hairs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, both sides curved more or less equally, less commonly sutured side curved more strongly than unsutured side, |, glabrous even when immature	curved	-	-	glabrous	-	-	-	-	-	-	2.8-3.8 x 1.2-1.6 cm	-	-	-	-	-	-	-	-	-	-	Tree |, minute. 	-	minute	-	-	-	-	-	-	2-20 m tall	-	-	-	-	-	Inflorescence |, unbranched, 	unbranched	-	-	-	-	-	common bracts 	-	-	-	-	0.3-0.5(-0.7) x 0.3-0.6 mm	-	-	-	-	-	-	5-12(-17) x 1.5-3.5 cm	flower-pair axis absent, 	-	-	-	-	1-2.5(-4.5) x 0.5-0.8(-1) mm	-	-	-	-	-	peduncle 	-	-	-	1-3 cm x 1-1.5 mm	-	-	-	-	-	axillary, rarely lateral	axillary,lateral	-	-	-	-	Leaves simple, or rarely with bisected midvein or extralaminal tissue as evidence of lobing, thinly |, terete towards base, a scar often developing between branch and petiole (not stipular), smooth to slightly rugose, |, |, revolute towards base of blade; 	terete	rugose,smooth,thin	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	4.5-21 x 2-7 cm	narrowly oblong, lanceolate or elliptic, also oblong, oblanceolate, narrowly obovate or widely elliptic	elliptic,lanceolate,narrow,oblong,obovate,wide	-	-	-	petiole not well defined, 	-	-	-	glabrous	-	glabrous	-	(0.5-)1-2.5(-3) cm long	-	-	coriaceous	coriaceous	-	venation raised on both surfaces, tertiary venation faint to obscure beneath, appearing eucamptodromous above, semicraspedodromous below, sometimes forming a double marginal vein,       	-	-	-	midvein reaching apex, 	-	-	5-9 pairs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	almost exclusively found in flooded forest on white sand	forest	-	-	white	-	-	
Roupala obtusata 	Flowers |, |, |, covering entire ovary and base of style, short-strigose, 	short	-	entire	strigose	-	-	-	-	-	6-12 cm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit oval, |, sutured and unsutured sides curved +/- to same degree, marginal vein strong, raised, running around periphery of fruit, 	curved	-	-	-	-	-	-	-	-	-	(1.8-)3-3.8 x (1.1-)1.3-1.9 cm	-	-	-	-	-	-	-	-	-	-	Shrub or treelet |, with short longitudinal fissures, 	treelet	short	-	-	-	-	-	-	0.5-8 m tall	-	-	-	-	-	Inflorescence |, unbranched, overtopping leaves, |, becoming thickened and woody, |, swollen at base|, 	unbranched	thick	-	-	-	-	common bracts 	-	-	-	-	0.6-1 x 0.4-0.8 mm	-	-	-	-	-	-	10-25 x 1.8-2.5 cm	flower-pair axis absent; 	-	-	-	-	2-4.5 x 0.5-1 mm	-	-	-	-	-	peduncle 	-	-	-	0.8-2 cm x 1.5-2.8 mm	-	-	-	-	-	axillary	axillary	-	-	-	-	Leaves simple, rigid-coriaceous, |, grooved towards blade, rugose, |, 	-	coriaceous,rugose	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	(3.5-)6-14 x (1.5-)4-10 cm	ovate	ovate	-	-	-	petiole well defined, 	-	-	-	glabrescent	-	glabrescent	-	(0.3-)1.5-6 cm long	-	-	-	-	-	venation conspicuous above, often more so than below,       	-	-	-	midvein generally reaching apex; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	summits, 	-	-	-	-	1200 m	-	
Roupala sororopana 	Flowers |, |, |, covering entire ovary, long, weak, straight, ferrugineous to rufous, also with sericeous hairs, dense, bushing outwards. 	-	-	entire	dense,ferrugineous,hairs,sericeous	-	rufous	-	-	-	7-11 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, both sutured and unsutured side curved to similar degrees, or sutured side slightly more curved, |, sharp with persistence of style, straight or curved so apex perpendicular to unsutured side, |, if so, light brown-grey beneath|, marginal vein protruding around periphery; 	curved	-	-	-	-	brown,grey	-	-	-	-	1.8-3.2 x 0.9-1.5 cm	-	-	-	-	-	-	-	-	-	-	|, or |, persistent; |, inconspicuous, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescence |, unbranched, |, velutinous or tomentose	unbranched	-	-	tomentose	-	-	common bracts 	-	-	-	-	1-2 x 0.6-1 mm	-	-	-	-	-	-	7-28 x 1.8-2.8 cm	flower-pair axis 	-	-	-	-	-	-	-	-	-	1.5-5 mm long	peduncle 	-	-	-	1-3.5(-6) cm x 1.2-2 mm	-	-	-	-	-	axillary	axillary	-	-	-	-	Leaves simple, lobed and compound, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	occasional or rare, 	-	-	-	-	between 100 and 1300 m	-	
Roupala suaveolens 	Flowers bisexual or bisexual and male in same inflorescence or sometimes dioecious, |, actinomorphic or sometimes weakly zygomorphic, epigynous; |, borne at tip of upper hypanthium, sometimes vestigial, rarely accrescent; |, free, alternating with sepals, usually borne at or near tip of upper hypanthium, often small, sometimes conspicuous; |, dorsifixed, usually versatile, sometimes adnate; |, |, apical, |, with usually punctiform stigma. 	small	-	-	-	-	-	-	-	-	-	-	-	-	-	ovary 	-	-	-	-	-	-	-	style 	-	-	-	-	-	-	-	-	-	-	-	anthers 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruits indehiscent, with dry or spongy to succulent wall, often with |, |, dorsiventral and variously folded or twisted (mostly spirally convolute or irregularly complicate), rarely conduplicate.	-	-	-	-	regular	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Trees, shrubs or lianes, sometimes mangroves, not spiny. 	shrub	-	-	-	-	-	-	-	-	-	-	-	-	-	Inflorescences |, capitate to expanded, of simple or paniculate spikes or less often racemes; 	capitate,paniculate	-	-	-	-	-	bracts simple, usually caducuous. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	axillary or terminal	axillary,terminal	-	-	-	-	Leaves opposite (or whorled) or spiral (often ‘alternate’), petiolate, simple, entire, without stipules, often with a pair of petiolar glands. 	-	-	-	entire	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
COMBRETACEAE  	Flowers bisexual, actinomorphic, sessile, |, slightly exserted, |, included to shortly exserted, 	sessile,short	exserted	-	-	-	-	-	densely pubescent	densely	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	anthers adnate to filaments; 	-	-	-	-	-	-	10	glabrous	glabrous	usually 1-3 mm long	-	-	-	-	-	-	-	-	-	-	-	Fruits |, ridges sometimes very pronounced.	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	radially symmetrical or rarely somewhat flattened	flattened,symmetrical	-	-	Trees |, taller ones with buttresses, not spiny; 	-	-	-	-	-	only 'combretaceous hairs' present. 	-	hairs	up to 55 m	-	-	-	-	-	Inflorescences 	-	-	-	-	-	-	bracts very small and caducous. 	small	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	axillary	axillary	-	-	-	-	Leaves spirally arranged, usually clustered at branchlet tips, 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	often with domatia in secondary vein-axils (pocket-shaped, except usually bowl-shaped in 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	
BUCHENAVIA  	Flowers 	-	-	-	-	-	-	-	-	-	3-4 mm long	probably glabrous to densely pubescent (pilose in type of 	densely,glabrous,pilose	-	2-2.5 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1-1.5 x 2.5-3 mm	glabrous	glabrous	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	-	-	-	rounded to acute or apiculate	acute,apiculate,rounded	rounded	rounded	1.8-2.5 x 0.7-1.5 cm	glabrous or nearly so even when young	-	-	glabrous	-	-	oblong to oblong-elliptic or narrowly so in side view, more or less terete	elliptic,narrow,oblong,terete	-	-	Tree, |, with large buttresses. 	-	large	-	-	-	-	-	-	5-40 m	-	-	-	-	-	Inflorescence |, spicate; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2.5-14 cm long	-	-	-	-	-	-	peduncle 	-	-	-	-	densely 	-	densely	-	1.8-3.7 cm	-	-	densely 	densely	5-11 cm	-	Leaves |, |, moderately spaced to close, arising at moderately to widely acute angles, curved to slightly curved, prominent, 	acute,curved,wide	-	-	-	-	-	-	shortly and abruptly acuminate or apiculate (often with good 'shoulders')	acuminate,apiculate,short	areolation imperfect, slightly prominent; 	imperfect,slightly prominent	-	glabrous except sometimes puberulous on midvein above, glabrous except puberulous on midvein and secondary veins to puberulous except densely so on major venation below	densely,glabrous,puberulous	-	-	-	-	-	-	8-23 x 3-9 cm	domatia often present; 	higher order veins distinct; 	petiole 	-	-	-	sparsely to densely puberulous, usually conspicuously biglandular	-	densely,glandular,puberulous	-	(0.6-)1-3 cm long	obovate to oblanceolate	oblanceolate,obovate	chartaceous to subcoriaceous	chartaceous,subcoriaceous	-	venation eucamptodromous or eucamptodromous-brochidodromous,       	-	-	intersecondary veins absent, 	midvein moderate, prominent, 	-	-	6-16 pairs	tertiary veins regularly and often closely percurrent; 	-	regular	-	-	-	-	-	-	-	-	-	-	-	-	-	-	tropical rainforests, often riverine, on flood-plains or terra firme, at 	forest	-	-	-	100-400 m	-	
Buchenavia congesta 	Flowers 	-	-	-	-	-	-	-	-	-	3-4 mm long	-	-	-	1.5-2 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.5-2 x 2.5-4 mm	glabrous or nearly so	glabrous	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	-	-	-	rounded to acute or rarely apiculate	acute,apiculate,rounded	rounded	rounded	1.7-2.5 x 1-1.5 cm	densely tomentellous at first, becoming subglabrous when very old	-	-	densely,glabrous,tomentellous	-	-	ovate to elliptic or broadly so in side view, more or less terete	elliptic,ovate,terete	-	-	Tree 	-	-	-	-	-	-	-	-	5-35 m	-	-	-	-	-	Inflorescence |, shortly spicate; 	short	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1.3-7 cm long	-	-	-	-	-	-	peduncle 	-	-	-	-	sparsely puberulous to pubescent	-	puberulous	-	0.6-3 cm long	-	-	puberulous to pubescent	puberulous	0.7-4 cm	-	Leaves |, |, distant, originating at widely acute angles, curved distally, prominent, |, usually eglandular. 	acute,curved,wide	-	-	-	glandular	-	-	rounded to acute or shortly acuminate	acuminate,acute,rounded,short	-	-	-	glabrous except sometimes sparsely pubescent on midvein above, glabrous to sparsely pubescent except pubescent to very sparsely so on midvein below	glabrous	-	narrowly cuneate or slightly decurrent	cuneate,decurrent,narrow	-	-	-	3-15 x 0.5-6 cm	domatia usually conspicuous, usually bowl-shaped; 	-	petiole 	-	-	-	glabrous to pubescent	-	glabrous	-	0.6-2.4 cm long	obovate to narrowly obovate or elliptic	elliptic,narrow,obovate	coriaceous	coriaceous	-	venation brochidodromous,       	-	-	intersecondary veins common, 	midvein moderate, prominent, 	-	-	3-5 pairs	tertiary veins randomly reticulate to irregularly percurrent; 	-	regular,reticulate	-	-	-	-	-	-	-	-	-	-	-	-	-	-	damp, usually riverine, primary or secondary forest, usually on alluvial or sandy soils on riverbanks, at 	forest	-	-	-	5-250 m	-	
Buchenavia fanshawei 	Flowers 	-	-	-	-	-	-	-	-	-	2.5-3.5 mm long	glabrous to densely pubescent	densely,glabrous	-	ca. 2 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	ca. 1.5 x 2.5-4 mm	glabrous to very sparsely pubescent	glabrous	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	-	-	-	rounded to apiculate	apiculate,rounded	-	-	2.4-3.5 x 1.1-1.6(-2.5) cm	glabrous to densely tomentellous	-	-	densely,glabrous,tomentellous	-	-	elliptic in side view, more or less terete	elliptic,terete	-	-	Tree 	-	-	-	-	-	-	-	-	(5-)15-45 m	-	-	-	-	-	Inflorescence |, spicate; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3-12 cm long	-	-	-	-	-	-	peduncle 	-	-	-	-	puberulous	-	puberulous	-	1.2-2.4 cm	-	-	puberulous	puberulous	2.2-10 cm	-	Leaves |, |, moderately spaced, originating at moderately to widely acute angles, curved, prominent, 	acute,curved,wide	-	-	-	-	-	-	rounded to subacute or sometimes retuse or apiculate	apiculate,retuse,rounded,subacute	areolation usually well developed, small, usually rather prominent; 	small,well developed	-	densely 	densely	-	cuneate	cuneate	-	-	-	2.5-16 x 1.3-7 cm	domatia usually present; 	higher order veins often distinct; 	petiole 	-	-	-	pubescent to sparsely so, usually eglandular but sometimes inconspicuously biglandular	-	glandular	-	(0.5-)1-2.8 cm long	obovate or elliptic-obovate to narrowly so	elliptic,narrow,obovate	coriaceous	coriaceous	-	venation brochidodromous or eucamptodromous-brochidodromous,       	-	-	intersecondary veins absent, 	midvein moderate to strong, prominent, 	-	-	5-10 pairs	tertiary veins weakly to strongly percurrent, usually rather prominent; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	dry forest or scrub, hill-forest, bush-savanna, sometimes near rivers, characteristically on non-inundated often sandy soils.	forest	-	-	-	-	-	
Buchenavia grandis 	Flowers 	-	-	-	-	-	-	-	-	-	3-5 mm long	subglabrous to densely pubescent	densely,glabrous	-	2-3.5 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1-1.5 x 2.5-3.3 mm	glabrous	glabrous	-	-	-	-	-	-	-	-	Fruit |, not or scarcely succulent, 	-	-	-	-	-	-	rounded to subacute or shortly apiculate	apiculate,rounded,short,subacute	rounded to obtuse	obtuse,rounded	3-6.5 x 1.3-4 cm	glabrous, dull and with rough rufous scurfy surface	-	-	glabrous	rufous	-	oblong to oblong-elliptic in side view, subterete or 	elliptic,oblong,subterete	-	-	Tree |, with short or no buttresses. 	-	short	-	-	-	-	-	-	3-35(-?45) m	-	-	-	-	-	Inflorescence |, spicate; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	7-16 cm long	-	-	-	-	-	-	peduncle 	-	-	-	-	pubescent, becoming glabrous in fruit	-	glabrous	-	2-3 cm	-	-	pubescent	-	5-13 cm	-	Leaves |, |, moderately spaced to distant, arising at moderately to widely acute angles, curved or slightly so or only near base, prominent, |, usually eglandular. 	acute,curved,wide	-	-	-	glandular	-	-	long- or short-acuminate or cuspidate to apiculate	acuminate,apiculate,short	areolation imperfect to well developed, usually prominent; 	imperfect,well developed	-	glabrous to very sparsely pubescent at maturity or sometimes more pubescent on major veins particularly below and on margin	glabrous	mat	narrowly cuneate and often decurrent	cuneate,decurrent,narrow	-	-	-	(6-)13-40(-?50) x (2-)4-9.5 cm	domatia absent; 	higher order venation distinct; 	petiole 	-	-	-	glabrous	-	glabrous	-	(0.5-)2-7 cm long	oblanceolate to narrowly obovate-oblong	narrow,oblanceolate,oblong,obovate	coriaceous	coriaceous	-	venation eucamptodromous,       	-	-	intersecondary veins sometimes present, 	midvein stout, very prominent, 	-	-	8-20 pairs	tertiary veins rather weakly percurrent; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	forest on terra firme, at 	forest	-	-	-	ca. 100 m	-	
Buchenavia guianensis 	Flowers 	-	-	-	-	-	-	-	-	-	2.5-3.5 mm long	-	-	-	1.5-2 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1-1.5 x 2.5-4 mm	glabrous or nearly so	glabrous	-	-	-	-	-	-	-	-	Fruit densely fulvous-pubescent, |, 	-	-	-	densely	-	-	rounded to subacute or apiculate	apiculate,rounded,subacute	rounded	rounded	1-3.3 x 0.6-1.3 cm	-	-	-	-	-	-	elliptic to oblong or narrowly so in side view, more or less terete	elliptic,narrow,oblong,terete	-	-	Tree |, without buttresses. 	-	-	-	-	-	-	-	-	3-20(-30) m	-	-	-	-	-	Inflorescence |, spicate; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3-13 cm long	-	-	-	-	-	-	peduncle 	-	-	-	-	puberulous to densely so	-	densely,puberulous	-	0.6-3.2 cm	-	-	densely puberulous	densely,puberulous	2-10 cm	-	Leaves |, |, moderately spaced to distant, arising at moderately acute angles, curved, prominent, 	acute,curved	-	-	-	-	-	-	long- to short-acuminate to apiculate or rarely rounded	acuminate,apiculate,rounded,short	areolation imperfect, slightly prominent; 	imperfect,slightly prominent	-	glabrous except often puberulous on midvein and secondary veins especially below	glabrous,puberulous	-	-	-	-	-	-	3-35 x 1.5-14 cm	domatia absent or shallow except for 	higher order veins distinct; 	petiole 	-	-	-	pubescent to sparsely so, biglandular (often conspicuously so)	-	glandular	-	0.6-3.5 cm long	oblanceolate or narrowly elliptic to narrowly obovate or narrowly elliptic-oblong	elliptic,narrow,oblanceolate,oblong,obovate	chartaceous to subcoriaceous	chartaceous,subcoriaceous	-	venation eucamptodromous or eucamptodromous-brochidodromous,       	-	-	intersecondary veins usually absent; 	midvein moderate to strong, prominent, 	-	-	6-14 pairs	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	riverside and lakeside forest, often inundated but sometimes on terra firme, swamp-forest, flood-plains, on sandy or clayey soil, at 	forest,swamp	-	-	-	ca. 150 m	-	
Buchenavia macrophylla 	Flowers 	-	-	-	-	-	-	-	-	-	3-4.5 mm long	-	-	-	2-3 mm long	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1-2 x 2.5-4 mm	glabrous or nearly so	glabrous	-	-	-	-	-	-	-	-	Fruit densely fulvous-tomentellous, |, 	-	-	-	densely,tomentellous	-	-	-	-	rounded or obtuse and abruptly narrowed	narrow,obtuse,rounded	1.8-4.7 x 1-1.4 cm	-	-	-	-	-	-	elliptic in side view	elliptic	-	-	Tree 	-	-	-	-	-	-	-	-	2.5-45 m	-	-	-	-	-	Inflorescence |, spicate; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	9-16 cm long	-	-	-	-	-	-	peduncle 	-	-	-	-	densely pubescent	-	densely	-	2-3 cm	-	-	densely pubescent	densely	7-13 cm	-	Leaves |, |, biglandular. 	-	-	-	-	glandular	-	-	rounded and apiculate to shortly and abruptly acuminate or cuspidate	acuminate,apiculate,rounded,short	-	-	-	glabrous except often puberulous on midvein and secondary veins especially below	glabrous,puberulous	-	narrowly cuneate and scarcely decurrent	cuneate,decurrent,narrow	-	-	-	14-36 x 5-14 cm	domatia absent or shallow except for 	-	petiole 	-	-	-	puberulous	-	puberulous	-	1.2-2.3 cm long	obovate to oblanceolate	oblanceolate,obovate	chartaceous	chartaceous	-	venation as in 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	lowland riverine forest on sand or alluvium, at least seasonally inundated, at 	lowland,riverine forest	-	-	-	5-100 m	-	
Buchenavia megalophylla 	Flowers unknown. 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Fruit |, 	-	-	-	-	-	-	rounded	rounded	rounded	rounded	2.8-4 x 1.5-2.5 cm	densely appressed-pubescent	-	-	densely	-	-	oblong-elliptic to oblong-obovate in side view, more or less terete	oblong-elliptic,obovate,terete	-	-	Tree |, with 	-	-	-	-	-	-	-	-	11-50(+) m	-	-	-	-	-	Inflorescence |, spicate; 	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	at fruiting 10-18 cm long	-	-	-	-	-	-	peduncle 	-	-	-	-	densely puberulous	-	densely,puberulous	-	3-7 cm	-	-	densely puberulous	densely,puberulous	7-11 cm	-	Leaves |, |, moderately spaced, arising at moderately acute angles, curved, prominent, 	acute,curved	-	-	-	-	-	-	rounded to subacute or abruptly apiculate	apiculate,rounded,subacute	areolation imperfect, large, slightly prominent; 	imperfect,large,slightly prominent	-	glabrous at fruiting except sometimes sparsely pubescent on midvein below	glabrous	-	narrowly attenuate-cuneate	attenuate,cuneate,narrow	-	-	-	(5-)12-23 x (3-)4.5-8.5 cm	domatia absent; 	-	petiole 	-	-	-	glabrous or sometimes sparsely pubescent, eglandular	-	glabrous,glandular	-	1.5-3 cm long	elliptic to elliptic-oblong or elliptic-obovate	elliptic,oblong,obovate	coriaceous	coriaceous	-	venation eucamptodromous-brochidodromous,       	-	-	intersecondary veins absent, 	midvein stout, prominent, 	-	-	5-9 pairs	tertiary veins rather irregularly percurrent, 	-	regular	-	-	-	-	-	-	-	-	-	-	-	-	-	-	primary moist tropical forest, at 	forest	-	-	-	20-400 m	-	
